Time,Velocity,Acceleration,Battery,EnergyConsumption,Solar,Cumulative Distance
62800.0,27.2908157577201,0.0246958111588279,77.90991025758595,86.3640818907479,38.38316181545541,1287.5302957113756
63000.0,27.45875048884944,0.0008396736556466,76.40491977553222,83.65408124547331,37.67662201873136,1293.0052523360328
63200.0,27.348510239815628,-0.000551201245169,75.61020978008173,61.25048609677567,36.97209573576342,1298.4859784088992
63400.0,27.293661677165503,-0.0002742428132506,75.24976248750883,47.28162498772,36.26996019961767,1303.9501956005972
63600.0,27.20646973562125,-0.0004359597077212,73.90372921206311,76.6918999882012,35.57058342333493,1309.400208741876
63800.0,26.481972979190367,-0.0036224837821544,73.06169055676645,60.59860486099868,34.87432394168563,1314.7690530133573
64000.0,26.90179964938774,0.0020991333509868,71.52438214094978,81.14630267501398,34.18153057181455,1320.107430276215
64200.0,27.220922899637515,0.0015956162512488,69.26630283054016,102.47686512584806,33.49254219283432,1325.5197025311174
64400.0,28.00587666658164,0.0039247688347206,67.23894936375866,94.74333595456008,32.80768754438585,1331.0423824877394
64600.0,26.47299523328689,-0.0076644071664737,65.16739478471446,95.41327743394486,32.12728504414436,1336.4902696777262
64800.0,0.2554679657724117,-0.1310876363375724,66.19690845490142,0.0,31.45164262421155,1339.1631159976323
64800.0,0.1290864873919733,,100.0,,,1339.1631159976323
65000.0,21.40596806361508,0.1063844078811155,100.04036771708104,30.894051287318348,32.12728504414436,1341.316621452733
65200.0,22.54670853756631,0.0057037023697561,99.65304120592914,44.64051246007646,32.80768754438585,1345.7118891128512
65400.0,22.394934129837992,-0.0007588720386415,98.6220128485351,64.9904585112218,33.49254219283432,1350.2060533795916
65600.0,22.734777489915423,0.0016992168003871,97.12165930512045,80.01733132313292,34.18153057181455,1354.719024541567
65800.0,21.04578208657813,-0.0084449770166864,96.1728550126233,63.86029507747328,34.87432394168563,1359.0970804992162
66000.0,28.111853138774467,0.0353303552609816,95.87689406616124,44.61219033775176,35.57058342333493,1364.0128440217516
66200.0,26.744835435279143,-0.0068350885174766,94.27468522578069,85.21744027324362,36.26996019961767,1369.4985128791568
66400.0,27.738879656220405,0.0049702211047063,93.57958384959838,58.20744277813216,36.97209573576342,1374.946884388307
66600.0,22.50141717369762,-0.0261873124126139,92.07444814171934,83.65851789443575,37.67662201873136,1379.9709140712987
66800.0,21.57902423181621,-0.004611964709407,91.18572644268885,65.5336097208374,38.38316181545541,1384.37895821185
67000.0,21.947276638126155,0.0018412620315497,91.36459823272196,33.62679576436803,39.09132894988052,1388.7315882988444
67200.0,20.81949215903457,-0.0056389223954579,90.79623383826512,57.164260849306665,39.80072859864904,1393.0082651785604
67400.0,20.126102366876143,-0.0034669489607921,92.01823203179327,3.178912792969742,40.51095760525495,1397.1028246311514
67600.0,27.165192556484744,0.035195450948043,90.0903024354098,100.11985398195598,41.22160481244125,1401.8319541234875
67800.0,27.386650613128324,0.0011072902832179,87.7756010625034,112.64637835486438,41.93225141257369,1407.2871384404489
68000.0,27.320476254155544,-0.0003308717948639,85.41363155644628,114.80063972572611,42.64247131568079,1412.7578511271772
68200.0,26.963935086124252,-0.0017827058401564,82.88342328214738,120.6496943146396,43.35183153480877,1418.1862922612052
68400.0,27.427796698733623,0.0023193080630468,81.84519580145343,75.77774212349586,44.05989258829614,1423.625465439691
68600.0,22.742150562574032,-0.0234282306807979,82.49852955720523,24.80686268031456,44.766208918531696,1428.6424601658218
68800.0,22.572288894176797,-0.0008493083419861,81.96155832162376,61.87480057373122,45.47032932671696,1433.1739041114968
69000.0,19.73108623935315,-0.0142060132741182,82.0720695227562,42.79568022851673,46.17179742311296,1437.40424162485
69200.0,21.542991949901648,0.0090595285527424,82.4845163319934,34.269902070014126,46.87015209221038,1441.5316494437752
69400.0,23.09380531453041,0.0077540668231438,82.36104269023737,51.33704772786834,47.56492797222187,1445.9953291702184
69600.0,21.79654002716813,-0.0064863264368113,82.57195415805634,41.81231060638629,48.25565594825583,1450.4843637043884
69800.0,22.988056533021894,0.0059575825292688,82.64032266978998,46.85320562503043,48.94186365849267,1454.9628233604074
70000.0,19.06222221422796,-0.0196291715939696,83.08315613845036,36.0945135450721,49.62307601264706,1459.1678512351325
70200.0,23.344390662833835,0.0214108422430293,82.90583228160762,55.71605954850931,50.29881572196336,1463.4085125228385
70400.0,20.277811072975386,-0.0153328979492922,82.78050987187989,54.797203457138885,50.9686038399567,1467.7707326964194
70600.0,22.0743238330452,0.008982563800349,83.12865585841223,40.99610042451472,51.63196031307813,1472.0059461870214
70800.0,21.24511748932819,-0.004146031718585,82.4796032865701,72.11696061022798,52.288404540450735,1476.3378903192588
71000.0,23.872661317697325,0.0131377191418456,82.55675387277522,50.58050553322616,52.93745594179266,1480.8496681999611
71200.0,22.09442980924574,-0.0088911575422579,81.02405746476441,100.4025097973446,53.57863453261444,1485.4463773126556
71400.0,21.73304380969729,-0.0018069299977422,82.17323244230823,19.104165941787063,54.21146150575096,1489.82912467455
71600.0,23.54092173065009,0.009039389604764,81.8399829831855,65.01623079446335,54.8354598182636,1494.3565212285848
71800.0,21.759841539820208,-0.0089054009541494,81.35741174869536,70.19270599639847,55.45015478272435,1498.886597555632
72000.0,20.586689231215505,-0.0058657615430235,82.75793719469505,13.269022286582905,56.055074661873775,1503.1212506327354
72200.0,0.0,0.0,84.61181150032056,0.0,56.63586003685942,1503.1212506327354
72400.0,0.0,0.0,84.61284750059073,0.0,56.667509845113486,1503.1212506327354
72600.0,0.0,0.0,84.61393367445011,0.0,56.700692456516926,1503.1212506327354
72800.0,0.0,0.0,84.61507207721633,0.0,56.73547066102508,1503.1212506327354
73000.0,0.0,0.0,84.61626482742041,0.0,56.77190917975972,1503.1212506327354
73200.0,0.0,0.0,84.61751410762575,0.0,56.81007469003256,1503.1212506327354
73400.0,0.0,0.0,84.61882216519354,0.0,56.850035848728545,1503.1212506327354
73600.0,0.0,0.0,84.62019131299024,0.0,56.8918633139183,1503.1212506327354
73800.0,0.0,0.0,84.62162393003271,0.0,56.93562976456581,1503.1212506327354
74000.0,24.632052865996496,0.0202268181739049,82.4010384001794,67.55300943807762,56.64975126562464,1507.6431248424565
