x_comp,y_comp,z_comp
0.000536,-0.99959,0.028637
-0.000192,-0.992744,0.120245
-0.000368,-0.996866,0.079106
6.5e-05,-0.993215,0.11629
-0.000173,-0.999222,0.039447
-0.000162,-0.992542,0.121906
-0.000163,-0.992102,0.125433
0.000314,-0.995065,0.099224
-0.000283,-0.996633,0.081987
-0.000368,-0.99669,0.081301
9.5e-05,-0.992253,0.124233
0.000262,-0.994872,0.101141
-0.0002,-0.998301,0.058264
-0.000313,-0.995871,0.090783
-0.00029,-0.9956,0.093707
7.9e-05,-0.991917,0.126891
-4.1e-05,-0.991861,0.127328
7.1e-05,-0.997602,0.069213
-3.5e-05,-0.994901,0.100858
2.9e-05,-0.997251,0.074103
0.000407,-0.997012,0.077245
0.0003,-0.995489,0.094877
0.000127,-0.992486,0.122361
0.000482,-0.99977,0.021447
0.000431,-0.997862,0.065356
0.000314,-0.997003,0.077361
0.000458,-0.997231,0.074369
-0.000539,-0.997986,0.063426
0.000157,-0.994126,0.108226
-0.000198,-0.994604,0.103747
-0.000587,-0.999772,0.021335
5.8e-05,-0.991898,0.12704
-0.000223,-0.995586,0.093852
-9.2e-05,-0.992103,0.125425
0.000116,-0.997257,0.074017
0.000102,-0.992144,0.125102
-0.000159,-0.992318,0.12371
4.8e-05,-0.992831,0.119524
-8.5e-05,-0.992547,0.121862
-0.000251,-0.999902,0.014009
-0.00024,-0.9923,0.123858
-6.9e-05,-0.999904,0.01389
-0.000161,-0.991847,0.127438
0.000274,-0.995075,0.099124
3e-05,-0.991823,0.127622
-0.000282,-0.995336,0.096469
0.000306,-0.999362,0.035725
-0.000443,-0.999353,0.035968
-0.000249,0.999996,0.00292
0.000393,-0.999434,0.033626
-0.000179,-0.993727,0.111837
9.2e-05,-0.99686,0.079189
0.000403,0.999992,0.003927
-0.000187,-0.992607,0.121374
-0.000183,-0.99336,0.115045
-0.000108,-0.993054,0.117655
-0.000385,-0.998539,0.054037
0.000241,-0.993902,0.110266
-6.3e-05,-0.99187,0.127256
-0.000276,-0.996466,0.084
0.000141,-0.993939,0.109934
-3.6e-05,-0.992237,0.124364
3.4e-05,-0.992236,0.124369
0.000142,-0.992404,0.123021
0.0,0.999971,0.007673
-0.000152,-0.997477,0.070987
-0.000142,-0.997377,0.072376
0.000774,-0.999974,0.007238
0.000132,-0.994478,0.104944
-0.000473,-0.999698,0.024552
4e-06,-0.996829,0.079575
0.000248,-0.995977,0.089608
-0.000417,-0.999935,0.011373
0.000189,-0.992333,0.123594
-0.000333,-0.997061,0.076608
0.000185,-0.996971,0.077771
-4e-05,-0.991859,0.12734
-6e-06,-0.991857,0.127358
0.000258,-0.994509,0.104651
-0.000308,-0.997068,0.076525
-0.000215,-0.997059,0.076639
-0.000218,-0.993837,0.110847
-0.000164,-0.992682,0.120754
6.8e-05,-0.992518,0.122101
-0.000256,-0.996137,0.087807
-0.000342,-0.996255,0.086463
0.000189,-0.992239,0.124343
0.000526,-0.997978,0.063554
-0.000664,-0.999993,0.003641
0.000179,-0.992746,0.120235
-5.4e-05,-0.992958,0.118464
-0.000233,-0.994396,0.10572
-0.000286,-0.998206,0.059879
-0.000384,-0.998068,0.062132
0.000294,-0.995928,0.090155
0.000806,-0.99999,0.004433
0.000191,-0.993387,0.11481
0.00034,-0.998364,0.057173
-0.00024,-0.999694,0.024757
0.000384,-0.999773,0.021318
0.00043,-0.998142,0.060937
0.000542,-0.999997,0.002436
0.000241,0.999998,0.002135
2.8e-05,-0.991897,0.127047
-0.000109,-0.992198,0.124675
0.000213,-0.999792,0.020402
0.000281,-0.993466,0.114128
0.000145,-0.996786,0.080111
3.8e-05,-0.99237,0.123295
-4.8e-05,-0.992523,0.122055
-2.3e-05,-0.991848,0.127426
0.000375,-0.998821,0.048543
-0.000179,-0.996178,0.087346
-0.000302,-0.996095,0.088283
0.000155,-0.993844,0.110787
-0.000179,-0.993984,0.109525
0.000303,-0.997006,0.077323
0.000169,-0.99691,0.078556
0.000252,-0.998236,0.059361
0.00012,-0.993666,0.11237
4.1e-05,-0.996162,0.087524
-0.000129,-0.992787,0.11989
0.000256,-0.995041,0.099468
0.000188,-0.994505,0.104686
-0.000331,-0.994962,0.100252
-6.5e-05,-0.999065,0.043238
-0.000148,-0.995457,0.095215
-0.000218,-0.999136,0.04157
-0.000589,-0.999355,0.035895
-0.00048,-0.999997,0.002228
-0.000365,-0.999991,0.004238
-3.5e-05,-0.992371,0.12329
0.000256,-0.996136,0.087825
0.000623,-0.999855,0.017018
-0.000397,-0.999303,0.037319
-0.000167,-0.99691,0.078551
0.000137,-0.996836,0.079485
-0.000156,-0.992959,0.118457
8.2e-05,-0.992138,0.125153
0.000214,-0.992306,0.123805
8.1e-05,-0.996931,0.078285
0.000202,-0.994359,0.106065
-0.000164,-0.993573,0.113197
0.000243,-0.99412,0.108284
0.00029,-0.993255,0.115948
-0.000202,-0.993192,0.11649
-0.000238,-0.994018,0.109212
-1e-06,-0.991867,0.127278
0.000156,-0.993069,0.117536
-3.3e-05,-0.992944,0.118582
0.000176,-0.994783,0.102016
-0.000552,-0.999945,0.010453
0.000223,-0.993973,0.109628
-0.000334,-0.997003,0.077368
0.000103,-0.996688,0.08132
-0.000305,-0.99679,0.080059
-0.000237,-0.996928,0.078324
-0.000222,-0.993995,0.109428
-9.8e-05,-0.997782,0.066567
4.2e-05,-0.992376,0.12325
0.000307,-0.995245,0.097399
-0.00028,-0.995077,0.0991
0.000115,-0.996207,0.087012
-0.000182,-0.998178,0.060347
-1.4e-05,-0.992013,0.126136
0.000214,-0.99669,0.081293
0.000273,-0.995801,0.091549
-0.000307,-0.99419,0.107644
0.000189,-0.994288,0.106731
-0.000544,-0.999476,0.032353
0.000402,-0.999728,0.023321
-0.000274,-0.994108,0.108393
-3.1e-05,-0.992256,0.124211
2e-06,-0.991984,0.126367
0.000197,-0.992942,0.118602
-0.000242,-0.995281,0.097034
0.000159,-0.998095,0.061689
-3e-06,-0.997948,0.064033
-4.1e-05,-0.992823,0.11959
5.6e-05,-0.992678,0.120786
-4.4e-05,-0.996684,0.081372
-0.000407,-0.99639,0.084889
-0.000344,-0.997757,0.066944
-0.000219,-0.994023,0.109173
0.000173,-0.993726,0.111838
0.00027,-0.996556,0.082919
-0.000139,-0.994186,0.107675
0.000389,-0.99713,0.07571
0.000254,-0.993996,0.109419
-0.0002,-0.993938,0.109938
0.000207,-0.993823,0.110978
0.00018,-0.993488,0.113936
-0.000192,-0.994979,0.100089
-0.000302,-0.999436,0.033587
9e-06,-0.997347,0.072795
-0.000438,-0.997532,0.070219
-0.000118,-0.992087,0.125553
0.000191,-0.994653,0.103272
-0.00043,-0.999425,0.033895
0.000191,-0.994592,0.103857
-0.000196,-0.99632,0.085711
-0.000224,-0.996885,0.078866
0.00025,-0.996655,0.081727
0.000345,-0.996855,0.079251
6.4e-05,-0.992002,0.126225
-0.000109,-0.994298,0.106636
-0.000362,-0.994516,0.104584
-0.000146,-0.992459,0.122574
-1e-04,-0.992457,0.122593
0.000385,-0.99572,0.092419
0.000542,-0.997454,0.071309
0.000362,-0.995619,0.093501
-0.000289,-0.995282,0.097028
-0.000138,-0.995676,0.092894
0.000168,-0.995683,0.092821
0.00056,-0.999731,0.023174
-0.000206,-0.992505,0.122204
5e-06,-0.998102,0.061585
-0.000189,-0.994459,0.105126
-0.000213,-0.994601,0.103777
-0.000238,-0.995865,0.090843
0.000218,-0.995709,0.092535
0.000289,-0.995275,0.097098
0.000314,-0.996009,0.089255
0.000103,-0.992532,0.121985
-0.000242,-0.992354,0.123426
-0.000335,-0.999999,0.001043
-0.000629,-0.999984,0.005521
-0.000308,-0.998654,0.051864
0.00028,-0.994724,0.102587
-9.5e-05,-0.996347,0.085395
0.000319,-0.996523,0.083322
-5e-05,-0.999949,0.010087
-0.000367,-0.999014,0.0444
6e-06,-0.991959,0.126559
0.000314,-0.996096,0.088277
0.000231,-0.997064,0.07657
0.000225,-0.994878,0.101084
-0.000487,-0.999805,0.019734
0.000479,-0.999638,0.026889
-0.000293,-0.993597,0.112983
-0.000152,-0.997343,0.072851
-0.000196,-0.993619,0.112791
-0.000587,-0.997288,0.073601
0.000166,-0.993069,0.117536
-0.00046,-0.997758,0.066917
0.000332,-0.997877,0.065123
9.9e-05,-0.99199,0.126318
-0.000443,-0.998876,0.047393
0.000229,-0.994216,0.107396
-0.000243,-0.994217,0.107393
-0.000134,-0.993096,0.117307
-3.2e-05,-0.997076,0.076413
0.000444,-0.996854,0.079257
-0.000509,-0.998338,0.05762
-0.000412,-0.998141,0.060939
0.000131,-0.994779,0.102049
-0.000248,-0.994737,0.102457
-5.2e-05,-0.993364,0.115012
5.6e-05,-0.992634,0.121155
6.5e-05,-0.992508,0.12218
0.000106,-0.99723,0.074378
0.000201,-0.993671,0.112326
-0.00041,-0.998264,0.058889
-0.000551,-0.998966,0.045466
-0.000157,-0.994301,0.106612
0.000183,-0.993762,0.111519
0.000355,-0.999263,0.038381
0.000203,-0.993307,0.115503
-4.2e-05,-0.996048,0.088817
0.000771,-0.999978,0.006555
-0.000179,-0.999726,0.0234
7.7e-05,0.999991,0.00416
0.000409,-0.998594,0.053
0.000196,-0.997612,0.069064
-0.000309,-0.995936,0.090068
-0.000203,-0.993522,0.113642
0.000248,-0.993589,0.113055
-0.00019,-0.995083,0.099049
-0.000457,-0.999639,0.026862
0.000185,-0.994574,0.104032
6.7e-05,-0.99474,0.102433
0.000339,-0.995484,0.094928
-0.000311,-0.998519,0.054409
0.000209,-0.993123,0.117076
-0.000221,-0.993398,0.114717
0.000155,-0.994161,0.107905
-0.000111,-0.994169,0.107835
0.000104,-0.997771,0.06673
-0.00011,-0.991967,0.126499
-0.000158,-0.99218,0.124818
-0.000318,-0.995713,0.092498
0.000255,-0.995708,0.092554
-0.000139,-0.995056,0.099315
0.000303,-0.995093,0.098945
0.000493,-0.998533,0.054136
-0.000351,-0.998631,0.052314
-0.000338,-0.994518,0.104566
-0.000263,-0.994309,0.106538
0.000397,-0.996856,0.079239
0.000393,-0.997078,0.076394
9e-06,-0.992368,0.12331
-9e-06,-0.992512,0.122148
-0.000135,-0.996443,0.084265
-0.000282,-0.996537,0.083155
-0.000101,-0.992545,0.12188
0.000137,-0.991885,0.127136
0.000224,-0.992684,0.120739
0.000223,-0.992597,0.121455
-0.000145,-0.993051,0.117683
0.000164,-0.993048,0.117712
0.000123,-0.992659,0.12095
-7.1e-05,-0.99267,0.120857
0.000353,-0.997664,0.068306
-0.000304,-0.996863,0.079143
-0.000273,-0.996968,0.077806
-0.00033,-0.996825,0.079628
0.000188,-0.994507,0.104674
0.000499,-0.997755,0.066966
-0.00022,-0.992684,0.120738
0.000224,-0.992412,0.122959
0.000175,-0.992587,0.121538
-0.0002,-0.996484,0.083789
0.000242,-0.996824,0.079634
-0.000436,-0.999484,0.032121
-0.00035,-0.995415,0.095649
0.000325,-0.994885,0.10101
0.000587,-0.999362,0.035722
0.000301,-0.994636,0.103436
-8.1e-05,-0.993454,0.114233
7.6e-05,-0.993582,0.113114
0.000374,-0.993399,0.114707
0.000354,-0.996634,0.081985
-0.000396,-0.996943,0.078135
0.000223,-0.992959,0.118458
0.000221,-0.993786,0.111309
0.000385,-0.999492,0.031873
-0.000178,-0.994299,0.106626
-0.000226,-0.994135,0.108144
0.000321,-0.993006,0.118062
-0.000275,-0.995171,0.098158
-0.000141,-0.993332,0.115293
-0.000262,-0.993394,0.114755
-0.000138,-0.992252,0.12424
-0.000575,-0.999592,0.028544
0.000402,-0.996558,0.082903
0.000422,-0.998658,0.051795
0.00049,-0.998464,0.055412
2.7e-05,-0.997422,0.071761
3.3e-05,-0.995615,0.09355
0.000105,-0.991861,0.127325
-0.00032,-0.994992,0.099956
-0.000139,-0.994629,0.103509
0.000276,-0.99388,0.110462
-0.000251,-0.9938,0.111182
3.8e-05,-0.992095,0.125487
-5.7e-05,-0.99187,0.127253
9.4e-05,-0.992243,0.124314
9.9e-05,-0.992233,0.124393
-0.000212,-0.993949,0.10984
-0.000162,-0.993773,0.111425
-0.000199,-0.994122,0.108263
0.0004,-0.995471,0.095064
-0.000326,-0.995385,0.095964
0.000463,-0.998878,0.047359
-0.000421,-0.998782,0.049329
-4.2e-05,-0.992011,0.126148
4.9e-05,-0.992141,0.125124
-0.000374,-0.995492,0.094843
3e-05,-0.991865,0.127292
3.9e-05,-0.991976,0.12643
0.000219,-0.993899,0.110297
0.00032,-0.994098,0.108482
0.000173,-0.994989,0.099989
-0.000217,-0.993674,0.112304
0.000209,-0.993667,0.112366
0.000215,-0.993825,0.110959
0.00022,-0.99401,0.109288
0.000457,-0.999592,0.028551
-0.000429,-0.999539,0.030366
-0.000191,-0.991993,0.126295
-0.000103,-0.992057,0.125788
9.1e-05,-0.994914,0.100726
-0.000173,-0.994364,0.106019
-0.000293,-0.994414,0.105552
-0.000215,-0.992506,0.1222
-0.000207,-0.992587,0.121533
0.00053,-0.999683,0.025165
-0.000443,-0.99963,0.027207
0.000317,-0.995279,0.097054
0.00032,-0.995167,0.098201
-7.5e-05,-0.991972,0.12646
5.2e-05,-0.991992,0.126298
0.000394,-0.998968,0.045415
0.000248,-0.998919,0.046474
0.000226,-0.994924,0.100631
0.000275,-0.99512,0.098672
-4e-05,-0.999021,0.044236
0.000254,-0.999014,0.044394
0.000519,-0.999984,0.005652
-0.000506,-0.999976,0.0069
-0.000442,-0.999591,0.028594
0.000445,-0.999538,0.030396
0.000241,-0.992501,0.122238
0.000172,-0.993002,0.118094
-0.000493,-0.999638,0.026917
0.000337,-0.997568,0.069692
0.000197,-0.993401,0.114691
-0.000211,-0.992959,0.118457
-0.000195,-0.993128,0.117031
-0.000218,-0.99541,0.095704
-0.000162,-0.992661,0.120929
-0.000184,-0.992599,0.121441
0.000213,-0.99291,0.118867
-0.00032,-0.992994,0.118162
0.000285,-0.995156,0.098303
0.000322,-0.995369,0.096122
0.000148,-0.993202,0.1164
0.000155,-0.993202,0.116404
0.000948,-0.999929,0.011862
-0.000768,-0.999963,0.008566
-0.000212,-0.99456,0.104161
0.000251,-0.994418,0.105517
0.000523,-0.999774,0.021268
-0.00022,-0.995387,0.095938
-7.1e-05,-0.996916,0.07847
0.000159,-0.992256,0.124209
-0.000447,-0.999538,0.030399
0.00041,-0.997946,0.064066
-0.000386,-0.997946,0.064056
0.000249,-0.994316,0.10647
-0.000608,-0.999856,0.016973
-0.000538,-0.999774,0.021264
0.000178,-0.993336,0.115258
0.000125,-0.993224,0.116216
0.000279,-0.996421,0.084527
-0.000294,-0.996735,0.080742
5.3e-05,-0.996983,0.077621
-0.000242,-0.994758,0.102261
0.000276,-0.994763,0.102204
-0.000242,-0.995054,0.099335
-0.000247,-0.994858,0.101276
0.000275,-0.998788,0.049214
0.000385,-0.998897,0.046946
0.000514,-0.999039,0.043825
-0.000402,-0.998933,0.046176
-0.000163,-0.996325,0.085652
-8.7e-05,-0.994897,0.100896
-0.0004,-0.996542,0.083088
0.000143,-0.996385,0.084952
0.000734,-0.999999,0.001357
1.4e-05,-0.992956,0.118484
-1.5e-05,-0.993105,0.117231
7.4e-05,-0.997249,0.074121
0.000184,-0.996583,0.082598
-0.000428,-0.999237,0.039046
-0.000265,-0.995277,0.097074
0.000234,-0.995081,0.09906
0.000263,-0.999991,0.004179
-1.5e-05,-0.997194,0.074863
0.000346,-0.998523,0.054325
-0.000194,-0.992666,0.120892
0.000664,-0.999978,0.006558
-0.000151,-0.992144,0.125104
0.000101,-0.992097,0.125476
5e-06,-0.992109,0.125375
0.000404,-0.999424,0.033947
0.000101,-0.992224,0.124463
0.000531,-0.999476,0.032357
0.000442,-0.999529,0.030671
-0.000119,-0.992056,0.125801
0.000118,-0.991839,0.127493
-0.000327,-0.998745,0.050084
0.00032,-0.998754,0.049908
-0.000188,-0.993441,0.114347
0.000435,-0.999484,0.032129
0.000424,-0.999586,0.028775
0.00043,-0.999539,0.030374
-7.6e-05,-0.993084,0.117403
0.000125,-0.99469,0.102912
-0.000357,-0.999338,0.036388
5e-06,-0.996542,0.083095
0.000152,-0.996742,0.080654
-0.000296,-0.99601,0.089241
2.6e-05,-0.999141,0.041449
0.000197,-0.999246,0.038813
-0.00025,-0.996388,0.084916
-9.4e-05,-0.992383,0.123194
-4.7e-05,-0.992241,0.124331
0.000317,-0.992842,0.119435
0.000377,-0.99615,0.087664
0.000476,-0.99639,0.084895
-0.000485,-0.999686,0.025054
0.000206,-0.992848,0.119388
0.000222,-0.992785,0.119912
0.000381,-0.997363,0.072577
0.000516,-0.997563,0.069766
0.000399,0.999999,0.000909
0.000131,0.999993,0.003758
0.000296,-0.996002,0.089327
0.000308,-0.996204,0.087046
2e-05,-0.992941,0.118607
0.000272,-0.997485,0.070882
-0.00025,-0.993169,0.116687
-0.000265,-0.993259,0.115916
-0.00032,-0.999104,0.042313
0.00027,-0.999097,0.042475
9.5e-05,-0.996872,0.079034
0.000513,-0.99964,0.026809
0.000621,-0.999702,0.024392
-0.000545,-0.999817,0.019104
0.000496,-0.999814,0.01928
0.000197,-0.993334,0.115267
-0.000256,-0.993476,0.114046
-0.000179,-0.993762,0.111521
0.000382,-0.999435,0.033613
-0.000392,-0.999433,0.03367
0.000439,-0.99588,0.09068
-0.000245,-0.995479,0.094985
0.000324,-0.995385,0.095964
0.000173,-0.997019,0.07716
0.000524,-0.996087,0.088375
-0.00048,-0.999962,0.008754
-0.000813,-0.999991,0.004149
-0.000116,-0.993311,0.115466
0.0,-0.991738,0.128277
0.0002,-0.994258,0.107011
8e-05,-0.996806,0.07986
0.000427,-0.996001,0.089338
-1.1e-05,-0.99198,0.126392
7e-06,-0.991862,0.127322
7.3e-05,-0.992464,0.122534
-0.000642,-0.99757,0.069669
-0.000236,-0.997233,0.074334
0.000381,-0.996216,0.086913
-0.000296,-0.995492,0.094849
-9.5e-05,-0.992285,0.123974
0.00013,-0.992184,0.12478
0.000153,-0.997545,0.070036
-0.000154,-0.993657,0.112452
0.00026,-0.992881,0.119109
0.000208,-0.996036,0.088945
-0.00047,-0.995948,0.089929
0.000211,-0.994847,0.10139
-0.000188,-0.994794,0.101903
0.000263,-0.994197,0.107577
0.000293,-0.994396,0.105723
-7.1e-05,-0.995272,0.097129
0.000214,-0.995253,0.097322
0.000136,-0.997257,0.074011
-6.5e-05,-0.994712,0.102707
-7.9e-05,-0.995704,0.092594
0.000115,-0.992263,0.124152
7.1e-05,-0.99918,0.040491
0.000152,-0.994395,0.105728
-0.000164,-0.994395,0.105725
0.00048,-0.999686,0.025061
-0.000571,-0.999732,0.023126
-1e-04,-0.995872,0.090764
0.000393,-0.995585,0.093863
-0.000318,-0.996938,0.07819
0.000305,-0.996939,0.078178
-0.000195,-0.994687,0.102948
-0.000174,-0.994509,0.104654
-6.3e-05,-0.992368,0.123314
0.00012,-0.992347,0.123478
