x_comp,y_comp,z_comp
9.9e-05,-0.992683,0.120752
-0.000166,-0.999998,0.001991
-0.000163,0.999997,0.002396
9.5e-05,-0.999025,0.044158
-8.5e-05,-0.998916,0.046556
-3e-06,-0.992006,0.126195
-0.000265,-0.998919,0.046484
-0.000281,-0.996288,0.086079
0.000289,-0.996206,0.087024
-4.7e-05,-0.997792,0.066419
6.8e-05,-0.997787,0.066495
-6.7e-05,-0.996654,0.081733
9.4e-05,-0.996747,0.080591
-0.000106,-0.996749,0.08057
-0.000208,-0.993852,0.110715
-0.000171,-0.9939,0.110287
-0.000194,-0.992898,0.118969
0.000212,-0.992817,0.119644
0.000283,-0.995941,0.090006
-0.000356,-0.995939,0.090031
-9.1e-05,-0.992123,0.12527
0.000285,-0.994693,0.102886
-8.6e-05,-0.992213,0.124554
-0.000126,-0.995608,0.093625
-4e-06,-0.996663,0.081626
0.00021,-0.996667,0.081574
7.4e-05,-0.999918,0.012795
-0.000238,-0.993342,0.115201
0.000171,-0.993419,0.114537
0.000111,-0.9972,0.074783
9.1e-05,-0.997095,0.076174
0.000248,-0.996839,0.079447
-0.000287,-0.996883,0.078894
0.000139,-0.99185,0.127413
0.000151,-0.993308,0.115497
-0.000176,-0.993211,0.116325
0.00016,-0.994327,0.10637
-0.000284,-0.99289,0.119037
-0.000424,-0.996053,0.088765
0.000257,-0.994009,0.1093
-0.000269,-0.996344,0.085437
0.000307,-0.996489,0.083721
0.000156,-0.995855,0.090956
0.00017,-0.995856,0.090948
-0.000241,-0.993004,0.11808
-0.000184,-0.992844,0.119422
-0.000535,0.999991,0.004123
0.000482,1.0,0.000556
-0.001031,0.999996,0.002665
-0.000167,-0.995006,0.099815
-0.000305,-0.996321,0.085698
-0.000257,-0.996136,0.087821
4.8e-05,-0.996211,0.086969
-5.1e-05,-0.996048,0.088822
0.00031,-0.995945,0.089962
-0.000247,-0.995797,0.091586
0.000145,-0.99504,0.099478
-0.000218,-0.995177,0.098099
0.000296,-0.997957,0.06388
-0.000331,-0.996359,0.08526
-0.000201,-0.9971,0.076101
-0.000308,-0.995079,0.099086
0.00033,-0.998362,0.05722
-0.000269,-0.998439,0.055846
5.6e-05,-0.992833,0.11951
-0.00018,-0.993211,0.116325
-0.000224,-0.993273,0.115798
0.000142,-0.99337,0.114962
-0.000186,-0.992253,0.124233
-0.000125,-0.997612,0.069065
-0.000228,-0.993219,0.116258
-7.4e-05,-0.996933,0.078255
-0.000348,-0.997437,0.071551
0.000215,-0.996271,0.086275
0.000193,-0.998302,0.058258
-0.000148,-0.99849,0.054927
0.000377,-0.996392,0.084869
0.000257,-0.993307,0.1155
0.000253,-0.993946,0.10987
-0.000105,-0.997401,0.072054
0.000237,-0.997393,0.072166
0.000265,-0.996732,0.080776
-0.000428,-0.996733,0.08076
-0.000394,-0.997214,0.074599
0.000216,-0.992463,0.122544
-0.00023,-0.998512,0.054529
0.000239,-0.998438,0.055876
-0.000111,-0.992118,0.125303
0.000202,-0.992132,0.1252
-0.001056,-0.999929,0.011881
0.000518,-0.99996,0.008924
0.000196,-0.993491,0.113909
5.9e-05,-0.998246,0.059207
-0.000217,-0.995943,0.089983
0.000282,-0.99579,0.091663
-0.000213,-0.995671,0.09295
0.000308,-0.997085,0.076294
0.000116,-0.992828,0.119549
-0.000192,-0.995758,0.092008
0.000215,-0.995865,0.090849
0.000172,-0.993512,0.113723
-6.6e-05,-0.99182,0.127641
0.000284,-0.992704,0.120575
-0.000164,-0.992807,0.119722
0.000251,-0.995796,0.091597
-8.1e-05,-0.993554,0.113363
-6e-05,-0.991818,0.127659
0.000651,-0.998442,0.055791
-0.000209,-0.99474,0.102431
-0.000158,-0.994925,0.100623
-0.000324,-0.997852,0.065515
-0.000434,-0.997659,0.068383
-0.000326,-0.99702,0.077139
-0.000107,-0.996034,0.088977
6.7e-05,-0.996185,0.087263
0.000275,-0.998617,0.052581
0.000267,-0.998979,0.045169
0.00027,-0.997199,0.074787
-0.000382,-0.99735,0.072749
-0.000127,-0.993486,0.113956
-0.000133,-0.993486,0.113955
0.000149,-0.995384,0.095972
-0.00019,-0.995533,0.094409
-0.000233,-0.998892,0.04707
0.000174,-0.996591,0.082496
-0.0,0.99997,0.007741
9.9e-05,-0.992111,0.125359
0.000127,-0.992113,0.125347
8e-06,-0.993192,0.116492
-7.3e-05,-0.993084,0.117405
-0.000108,-0.996589,0.082529
-0.000429,-0.99657,0.082755
-0.000389,-0.998062,0.062222
5.9e-05,-0.9981,0.06162
0.000292,-0.998747,0.050034
0.000365,-0.999899,0.014224
0.000239,-0.999853,0.017166
-0.000107,-0.999221,0.039476
-0.000439,-0.999207,0.03982
0.000117,-0.999127,0.041786
0.000183,-0.998872,0.047476
0.000255,-0.999362,0.0357
-0.00022,-0.999261,0.038434
0.000507,-0.999851,0.017265
-0.000466,-0.999796,0.020209
0.000176,-0.999619,0.027616
0.000112,-0.999905,0.013753
3.8e-05,-0.999906,0.013719
0.000239,0.999988,0.004922
3.9e-05,-0.999131,0.041683
-0.000229,-0.998245,0.059226
0.00027,-0.996284,0.086128
-0.000317,-0.996434,0.084374
4.4e-05,-0.99278,0.119947
-7.8e-05,-0.99279,0.119868
0.000119,-0.994086,0.108599
0.000201,-0.995453,0.095253
-0.000169,-0.999236,0.039073
-8.2e-05,-0.996917,0.078468
-0.000188,-0.996838,0.079464
9.7e-05,-0.992065,0.125729
0.000176,-0.99457,0.104067
4e-05,-0.991807,0.127742
-7.2e-05,-0.991805,0.12776
0.000129,-0.992445,0.122688
3.7e-05,-0.992438,0.122751
0.000217,-0.99763,0.068804
0.000182,-0.997631,0.068791
0.000176,-0.991973,0.126447
-0.000217,-0.995719,0.092427
-4.7e-05,-0.995705,0.092586
-0.000282,-0.997486,0.070858
5e-06,-0.991982,0.126382
-7e-06,-0.99211,0.125374
0.000188,-0.998049,0.062436
0.000665,-0.999999,0.001556
0.000288,-0.99452,0.104543
-0.000151,-0.994572,0.104055
0.000108,-0.994432,0.105382
-0.000141,-0.994432,0.105385
-0.000275,-0.99997,0.00778
0.00028,-0.999943,0.010657
0.000202,-0.997488,0.070838
-0.000199,-0.997356,0.072672
-0.000208,-0.992415,0.122937
-0.000171,-0.993426,0.114479
0.000195,-0.993507,0.113774
5.1e-05,-0.998508,0.05461
-0.000601,-0.998466,0.05537
0.000128,-0.993551,0.113382
0.000118,-0.993667,0.112369
-6.4e-05,-0.994902,0.100844
-6.9e-05,-0.995052,0.099355
0.000185,-0.993454,0.114235
0.000115,-0.993581,0.113126
0.000354,-0.997538,0.07012
-0.000644,-0.997466,0.071147
0.000347,-0.999318,0.036937
0.000128,-0.993499,0.113838
-0.000158,-0.993596,0.112987
0.000144,-0.992415,0.122935
-0.000163,-0.996202,0.08707
-7.3e-05,-0.996032,0.088995
0.000154,-0.995572,0.094003
-0.000239,-0.995616,0.093538
-0.000149,-0.996472,0.083925
-0.000206,-0.99655,0.082994
-3e-05,-0.991995,0.12628
-8.4e-05,-0.991918,0.126884
6.4e-05,-0.9935,0.11383
5.6e-05,-0.996783,0.080152
-4.4e-05,-0.996862,0.079157
0.000245,-0.994323,0.106404
4.8e-05,-0.994311,0.106517
0.000197,-0.992792,0.119846
0.0,-0.991738,0.128277
-0.000171,-0.992254,0.124227
0.000157,-0.992215,0.124538
2.5e-05,-0.994626,0.103535
-3.1e-05,-0.994786,0.101987
0.000101,-0.993185,0.116546
-4.5e-05,-0.991987,0.12634
-0.000144,-0.992012,0.126142
0.000226,-0.99255,0.121841
0.000333,-0.99997,0.00774
-0.00034,-0.999319,0.03689
-0.000289,-0.999394,0.034795
0.000245,-0.992603,0.121408
-0.000167,-0.99255,0.121842
-0.000345,-0.997126,0.075758
0.00021,-0.992694,0.120655
-0.000101,-0.992215,0.12454
-0.000187,-0.993828,0.110931
0.0002,-0.993706,0.112023
0.000209,-0.999792,0.020401
0.000323,-0.999794,0.020311
-0.000145,-0.992835,0.119492
-0.000127,-0.992954,0.118503
7.1e-05,-0.992666,0.120889
0.000166,-0.99273,0.120363
1e-05,-0.991858,0.127352
-1.5e-05,-0.992822,0.119605
0.0,-0.991744,0.128237
-0.000173,-1.0,0.000893
0.000119,-0.993898,0.110303
-0.000157,-0.994021,0.109186
-0.000231,-0.998364,0.057175
-0.0,0.999973,0.007361
-7.9e-05,-0.992262,0.124162
-0.000324,-0.99418,0.107733
6.2e-05,-0.996508,0.083503
0.000171,-0.996511,0.083463
-0.0,-0.99211,0.125371
-0.000102,-0.992956,0.118481
8.5e-05,-0.995878,0.090703
-0.000219,-0.993206,0.116372
0.000182,-0.993192,0.116487
-0.000128,-0.993213,0.116306
0.000234,-0.996925,0.078358
0.000405,-0.999005,0.0446
-9.6e-05,-0.99902,0.044257
-0.000339,-0.997306,0.073359
0.000445,-0.997216,0.074572
0.000488,0.999996,0.002802
0.000135,0.999995,0.003147
0.000304,-0.996045,0.088854
0.000324,-0.996252,0.086493
0.00027,-0.995285,0.096991
0.000269,-0.996323,0.085674
-0.000264,-0.996207,0.087011
-5.6e-05,-0.99825,0.05914
-0.00019,-0.998216,0.059703
-0.000417,-0.995881,0.090671
-0.000287,-0.996101,0.088216
-0.000167,-0.996529,0.083242
0.000212,-0.996822,0.079664
0.000235,-0.995436,0.095431
4.5e-05,-0.995447,0.095321
7.1e-05,-0.995448,0.095309
0.00012,-0.995445,0.09534
-0.000444,-0.99887,0.047531
-0.000381,-0.998799,0.048992
0.000329,-0.99487,0.101164
-0.000309,-0.994848,0.101374
1.6e-05,-0.992956,0.118483
0.000303,0.999997,0.002567
0.000148,-0.999129,0.041725
0.000481,-0.997315,0.073232
-0.000284,-0.997373,0.072441
-0.000211,-0.998742,0.050139
-2e-06,-0.996657,0.0817
-0.000174,-0.992921,0.118777
9.8e-05,-0.992924,0.118753
0.000421,-0.997354,0.072693
8.5e-05,-0.992954,0.118498
-7e-06,-0.993087,0.117377
-0.000219,-0.997422,0.071755
0.000158,-0.992947,0.11856
0.000211,-0.99308,0.117438
-0.000353,-0.99675,0.080553
6.5e-05,-0.996826,0.07961
-5.2e-05,-0.995651,0.093165
0.000105,-0.993073,0.1175
0.00022,-0.994215,0.107404
-0.000174,-0.994199,0.10756
0.000135,-0.993543,0.113456
-0.000237,-0.997011,0.07726
-0.000115,-0.99186,0.127332
0.0,-0.991747,0.128211
-0.000281,-0.997912,0.064593
-0.000165,-0.993857,0.110671
0.000318,-0.9987,0.050971
0.000265,-0.999947,0.01032
0.0,-0.991751,0.12818
-4.5e-05,-0.991749,0.128194
9.6e-05,-0.998091,0.061754
-5.3e-05,-0.9981,0.061609
-0.000176,-0.998999,0.04474
0.000188,-0.999111,0.042152
-9.1e-05,-0.999124,0.041857
-0.000303,-0.997381,0.072328
0.000251,-0.998206,0.059879
-0.000241,-0.99808,0.061931
0.000319,-0.998031,0.062726
-0.000343,-0.999773,0.021315
0.000326,-0.999832,0.018307
-0.000222,-0.999846,0.017556
-0.00046,-0.999832,0.018301
0.000252,-0.994506,0.104682
-0.000176,-0.994374,0.105925
0.000185,-0.994304,0.106585
-0.00053,-0.999981,0.006128
-0.000351,-0.998708,0.050822
2e-05,-0.997769,0.066767
-1.9e-05,-0.997932,0.064273
-0.000107,-0.997937,0.064196
0.000116,-0.996712,0.08103
-0.000175,-0.996677,0.081461
-0.000111,-0.996788,0.080087
0.000353,-0.99863,0.05232
-0.000346,-0.998559,0.053672
-0.000195,-0.993528,0.113588
0.0,-0.991749,0.128197
1.7e-05,-0.99175,0.128188
-0.000448,-0.999577,0.029075
-0.000242,-0.995105,0.098827
-0.000412,-0.999363,0.035686
-0.000292,-0.996822,0.079658
0.000395,-0.996942,0.078142
0.000485,-0.999358,0.035837
0.000458,-0.999574,0.02918
4.9e-05,-0.991745,0.128227
0.0,-0.991746,0.128216
5e-06,-0.991747,0.128212
0.0,-0.991743,0.128239
-3.1e-05,-0.991745,0.128228
0.000196,-0.994122,0.108266
-0.000173,-0.994026,0.109141
0.000203,-0.993938,0.109941
-0.000363,-0.998851,0.04792
0.000426,-0.998783,0.049315
6.7e-05,-0.992106,0.125403
-0.000135,-0.992138,0.125148
-0.00046,-0.999671,0.025629
0.000426,-0.99963,0.027214
-0.000151,-0.992493,0.122304
0.000514,-0.999303,0.037325
-0.000396,-0.999245,0.038853
0.000712,-0.999963,0.008619
-0.000467,-0.999946,0.01036
0.000485,-0.999805,0.01974
-0.000456,-0.999757,0.022037
0.000505,-0.999722,0.023577
-0.00018,-0.994507,0.104673
0.000173,-0.994391,0.105764
-0.000285,-0.994306,0.106567
-0.000319,-0.996439,0.084312
0.000312,-0.996732,0.080782
-0.000306,-0.996632,0.082008
0.000346,-0.996533,0.083195
-2.5e-05,-0.99712,0.075841
-0.000361,-0.998989,0.044963
0.000416,-0.998934,0.046163
-0.000505,-0.999998,0.001709
0.000636,-0.999993,0.003702
-0.000135,-0.993062,0.11759
0.000148,-0.9931,0.11727
-0.000445,-0.999529,0.030685
0.00045,-0.99947,0.032559
-0.000471,-0.99942,0.034049
0.000123,-0.992055,0.125807
-0.000101,-0.99198,0.126393
0.000109,-0.991924,0.126836
2e-05,-0.991736,0.128298
-0.0,0.999969,0.007892
-0.000107,0.999968,0.00801
-0.00014,0.99997,0.007731
-0.0,0.999969,0.007892
0.000166,-0.993443,0.114326
-0.000179,-0.993369,0.114972
0.000219,-0.993279,0.115746
0.000407,-0.999532,0.030598
-0.000426,-0.999474,0.032422
0.000426,-0.999425,0.033902
0.000248,-0.994938,0.100488
-0.000204,-0.994881,0.101055
0.000192,-0.994753,0.102309
-0.000191,-0.994693,0.102884
-6.9e-05,-0.996996,0.077449
-0.000256,-0.996201,0.087079
0.000262,-0.996084,0.088412
-0.000316,-0.996002,0.089334
8.3e-05,-0.99695,0.078046
1.8e-05,-0.996942,0.07815
-8.5e-05,-0.99695,0.078042
-2.4e-05,-0.99688,0.078936
-8.5e-05,-0.996876,0.078986
0.000187,-0.993756,0.111573
-0.000178,-0.993691,0.112153
0.000167,-0.993593,0.113018
0.0,-0.991729,0.128353
-0.000352,-0.996054,0.088751
-0.000274,-0.995375,0.096066
0.000218,-0.995506,0.094694
-0.000286,-0.995594,0.093773
-0.000172,-0.992229,0.124422
7.9e-05,-0.992181,0.124809
0.000227,-0.997302,0.07341
-0.000281,-0.997197,0.074817
0.000205,-0.997138,0.07561
0.000348,-0.999178,0.040539
-0.000465,-0.99912,0.041943
0.000328,-0.999067,0.043176
0.000144,-0.992554,0.121804
0.000147,-0.992681,0.120763
-0.000177,-0.99263,0.121183
0.000298,-0.999998,0.001678
-0.000109,-0.999998,0.002017
-7.5e-05,-0.991862,0.127318
4.8e-05,-0.991874,0.127225
5.9e-05,-0.991982,0.126375
-6.9e-05,-0.991999,0.126249
0.00025,-0.994043,0.108991
-0.000258,-0.994112,0.108359
-0.000211,-0.996388,0.084921
0.000181,-0.996443,0.084266
-0.000156,-0.996546,0.083045
0.0,-0.991735,0.128305
0.000232,-0.995598,0.093721
-0.000261,-0.995481,0.094955
6.1e-05,-0.995442,0.09537
0.000148,-0.992924,0.118751
-0.000115,-0.992956,0.118486
0.00037,-0.999917,0.012854
-0.0006,-0.999896,0.014407
0.000381,-0.99987,0.016094
-3.1e-05,-0.991732,0.128323
0.0,-0.991733,0.128317
-0.000122,-0.991748,0.128203
-0.000115,0.999967,0.008147
-0.0,0.999966,0.008212
0.000128,-0.995016,0.099711
0.000337,-0.995126,0.09861
-0.000115,-0.995182,0.098041
-0.00018,-0.995046,0.099421
-2.6e-05,-0.997209,0.074659
1.9e-05,-0.997118,0.07587
-0.000182,-0.993125,0.117061
0.000147,-0.993225,0.116203
0.000101,-0.997454,0.071306
-1e-06,-0.997462,0.071202
2e-06,-0.997324,0.073107
0.000298,-0.998484,0.055044
-0.00042,-0.998404,0.056469
0.000193,-0.998358,0.057281
7e-06,-0.997324,0.073112
-5e-06,-0.997208,0.074674
0.000283,-0.993873,0.110526
-0.000246,-0.993941,0.109917
-0.000396,-0.995862,0.090883
0.000192,-0.995786,0.09171
0.000296,-0.99594,0.090018
-0.000275,-0.9958,0.091557
0.000245,-0.995698,0.092661
9e-05,-0.991812,0.127704
6.7e-05,-0.991728,0.128357
-0.000127,-0.991743,0.128242
0.0,-0.991725,0.128378
-0.000175,-0.993492,0.1139
0.000148,-0.993382,0.114854
-0.000233,-0.993308,0.115494
0.000298,-0.997851,0.065523
-0.000286,-0.997739,0.067213
0.000273,-0.997468,0.071115
0.000428,-0.997658,0.068398
-0.000304,-0.997562,0.06979
1.9e-05,-0.997048,0.076788
-2.6e-05,-0.99825,0.059127
2.8e-05,-0.998399,0.056558
-3.2e-05,-0.99705,0.076749
2.6e-05,-0.996994,0.077478
-0.000261,-0.998746,0.050066
0.000322,-0.998842,0.048106
-0.000228,-0.998873,0.047467
-0.000336,-0.999621,0.027522
0.000518,-0.99967,0.025691
-0.000216,-0.999694,0.024752
-0.000271,0.999965,0.008415
0.0,0.999964,0.008522
0.000683,0.99997,0.007725
-0.000274,-0.998611,0.052683
0.000307,-0.998554,0.053759
-0.000531,-0.998432,0.055971
0.0,-0.991723,0.128395
0.00019,-0.99174,0.128267
-3.8e-05,-0.991727,0.128365
-3.9e-05,-0.999897,0.014363
0.000267,-0.999902,0.014031
3.3e-05,-0.999944,0.010584
-9.2e-05,-0.994734,0.102491
0.000101,-0.994718,0.10265
-0.00026,-0.994892,0.100941
0.000111,-0.994918,0.10069
0.000193,-0.992363,0.123349
-0.000155,-0.992294,0.123902
0.000461,-0.999238,0.039024
7.2e-05,-0.999222,0.039428
-0.000355,-0.999312,0.037074
0.000591,0.999996,0.002906
-0.000478,0.999999,0.000971
-0.000406,0.999987,0.005081
0.000198,-0.992498,0.122263
-0.00017,-0.992416,0.122926
0.000233,-0.992636,0.121133
-0.000243,-0.992552,0.121823
0.000114,-0.999982,0.006063
-0.0003,-0.999979,0.006513
0.00024,-0.992778,0.119961
-0.00012,-0.992823,0.119595
-0.000234,-0.992694,0.120655
-1.1e-05,-0.991742,0.128246
0.0,-0.991742,0.128248
4.4e-05,-0.991746,0.128214
-0.000141,-0.992771,0.120022
0.000147,-0.992828,0.119552
0.000373,-0.996126,0.087942
-0.000348,-0.996247,0.08656
0.000376,-0.996327,0.08563
0.000162,-0.995165,0.098216
-6.1e-05,-0.995308,0.09676
-0.000216,-0.995293,0.096916
-0.000163,-0.992359,0.123382
0.000138,-0.992284,0.123986
0.00018,-0.992412,0.122956
0.000788,0.999975,0.007029
-0.00031,0.999974,0.007153
-0.000336,0.999972,0.007454
0.000306,-0.993707,0.112013
-0.000109,-0.99365,0.112516
-0.000257,-0.993782,0.111344
0.000263,0.999998,0.002143
-0.00063,0.999996,0.002851
-0.000191,-0.992915,0.118823
0.000123,-0.992954,0.118503
0.048939,0.977092,0.207114
0.034503,0.983259,0.178918
0.040593,0.995872,0.081184
0.11394,0.95785,0.263707
0.032102,0.988356,0.148736
0.048834,0.953377,0.297805
0.06592,0.960677,0.269731
0.148024,0.914777,0.375863
0.174495,0.948504,0.26437
0.085328,0.96435,0.250496
0.009166,0.99945,0.031857
0.075049,0.984547,0.158224
0.200525,0.918563,0.340633
0.100361,0.962533,0.251907
0.19092,0.96363,0.186997
0.111448,0.937395,0.329953
0.084352,0.958482,0.27239
0.104808,0.976646,0.18756
0.081982,0.994833,0.059885
0.116108,0.958825,0.25918
0.19992,0.918535,0.341066
0.05881,0.980165,0.189257
0.200071,0.954094,0.222881
0.103125,0.968385,0.227148
0.008546,0.999431,0.032634
0.113193,0.93857,0.325995
0.008278,0.99869,0.050499
0.135427,0.956456,0.258557
0.019635,0.993045,0.116085
0.013733,0.993005,0.117268
0.055889,0.977312,0.2043
0.098776,0.962514,0.252607
-0.003517,0.994402,0.105604
0.089178,0.959112,0.26861
0.036583,0.989208,0.141881
0.2099,0.929026,0.304716
0.251964,0.91529,0.314259
0.008738,0.999405,0.033379
0.103035,0.949669,0.295825
0.0855,0.964976,0.248013
0.046661,0.974138,0.221083
0.025686,0.977573,0.209025
0.073939,0.96067,0.267669
0.001936,0.995016,0.099694
0.157097,0.929613,0.333376
0.070605,0.973895,0.215741
0.020528,0.999255,0.032682
-0.004161,0.998944,0.045747
0.096831,0.953969,0.283842
-0.000871,0.998238,0.059339
0.103135,0.949682,0.295748
0.070465,0.970708,0.229696
0.071642,0.958574,0.275688
0.076347,0.981656,0.174706
0.068134,0.958035,0.278436
0.060441,0.96452,0.256997
-0.009243,0.995399,0.095371
0.194393,0.914718,0.354262
0.088118,0.958289,0.271878
0.049827,0.979423,0.195571
0.051444,0.971534,0.231247
0.009606,0.99937,0.034171
0.124806,0.938475,0.322007
0.079942,0.972937,0.216802
0.097971,0.954264,0.282456
0.084828,0.946425,0.311584
0.051645,0.949479,0.309552
-0.009302,0.998484,0.054259
-0.012763,0.996313,0.084837
0.07266,0.955503,0.285892
0.119065,0.956737,0.265475
0.111659,0.95782,0.264787
0.095928,0.967866,0.23245
0.093809,0.970696,0.221247
0.159245,0.960235,0.229323
0.004482,0.999129,0.041493
0.12156,0.938473,0.323252
0.076865,0.958732,0.273723
0.202718,0.921693,0.330736
0.142035,0.922936,0.357793
0.045684,0.985308,0.164562
0.077673,0.95749,0.277814
0.056529,0.968439,0.242757
0.06673,0.96734,0.244543
0.032148,0.989707,0.139448
0.151471,0.938242,0.311061
0.148866,0.94682,0.285257
0.121836,0.931925,0.341573
0.216739,0.93302,0.287224
0.202905,0.953256,0.223902
0.054777,0.97681,0.206984
-0.014318,0.997184,0.07361
0.008479,0.99955,0.028776
0.054804,0.989663,0.132526
0.100811,0.963859,0.246604
0.141135,0.928691,0.342949
0.077683,0.951316,0.298265
0.20212,0.925621,0.319959
0.214517,0.927848,0.305092
0.036336,0.979735,0.196976
0.108085,0.96919,0.221335
0.171237,0.973191,0.153547
0.140818,0.947394,0.287428
0.02059,0.991719,0.126768
0.081871,0.964172,0.252329
0.226139,0.932614,0.281235
0.101849,0.965983,0.237705
0.103904,0.946607,0.305186
0.090888,0.969893,0.225936
0.081072,0.94191,0.325934
0.00749,0.999426,0.033053
0.08013,0.981321,0.174896
0.015049,0.998822,0.046139
0.088365,0.965148,0.246336
0.078951,0.976293,0.201539
0.093825,0.974267,0.204941
0.085425,0.946947,0.309829
0.042522,0.994237,0.098412
0.082124,0.954884,0.285398
0.06191,0.996324,0.05921
0.052309,0.992266,0.11257
0.08232,0.948886,0.304694
-0.002983,0.998841,0.048037
0.11854,0.931027,0.345162
0.094736,0.974411,0.203832
0.095131,0.967669,0.233594
0.08541,0.968337,0.234582
0.219543,0.927196,0.303495
0.102932,0.963908,0.245531
0.043263,0.983311,0.176714
0.204468,0.931537,0.300718
0.076226,0.960896,0.266211
0.083516,0.955028,0.28451
0.007561,0.999432,0.032833
0.044302,0.994319,0.096788
0.003383,0.996082,0.088367
0.003404,0.999338,0.036233
0.04178,0.982196,0.183156
0.033029,0.981532,0.188423
0.004478,0.99979,0.020021
0.103328,0.964428,0.243314
0.054726,0.974359,0.21824
0.19166,0.912416,0.361613
0.037672,0.989999,0.135951
0.065163,0.970368,0.23268
0.074195,0.979291,0.188371
0.082986,0.951826,0.295194
0.078145,0.962887,0.258345
0.21999,0.942729,0.250732
0.224832,0.94382,0.242187
0.01267,0.992504,0.121556
0.211495,0.926226,0.312051
0.089404,0.969255,0.229243
0.056974,0.968533,0.242277
0.109175,0.951829,0.286535
0.200893,0.926658,0.317722
0.094761,0.976634,0.19289
0.116456,0.987851,0.102905
0.152787,0.980864,0.120673
0.146162,0.923693,0.354158
0.067171,0.979566,0.189573
0.065752,0.963037,0.261223
0.077854,0.962103,0.261337
0.006919,0.999454,0.032299
0.010824,0.999435,0.031812
0.244518,0.93159,0.268982
0.063416,0.965564,0.25232
0.061738,0.996318,0.059493
0.25901,0.917757,0.301058
0.182285,0.95449,0.236052
0.00235,0.995998,0.089344
0.074182,0.960867,0.266893
0.073917,0.956114,0.283517
0.026269,0.990915,0.131901
0.06373,0.965662,0.251865
0.133161,0.967039,0.217034
0.007995,0.998428,0.055474
0.120535,0.988132,0.095216
0.104449,0.977505,0.183236
0.032388,0.990138,0.136297
0.074607,0.954411,0.28902
0.107323,0.955094,0.276182
0.091842,0.954533,0.283604
0.194427,0.916167,0.350481
0.103214,0.945137,0.309939
0.154755,0.929447,0.33493
0.042581,0.979345,0.197663
0.077885,0.958871,0.272947
0.013307,0.999154,0.038921
0.100116,0.942803,0.317962
0.028163,0.991054,0.130455
0.060463,0.964527,0.256967
0.219638,0.954101,0.203593
0.17703,0.968047,0.177613
0.184848,0.96823,0.168413
0.031238,0.991856,0.123477
0.00429,0.993329,0.115236
0.047625,0.983873,0.17241
0.045143,0.983678,0.174182
0.0833,0.95328,0.290375
0.005833,0.999248,0.038322
0.002642,0.99926,0.03836
0.140585,0.928525,0.343623
0.121241,0.938123,0.324386
-0.015858,0.997007,0.075667
-0.016252,0.997537,0.068235
0.039793,0.977256,0.208297
0.061399,0.974065,0.21778
0.0088,0.999568,0.028037
0.219387,0.943181,0.249556
0.07688,0.962074,0.261732
0.089284,0.953918,0.286477
0.076448,0.95613,0.282793
0.045563,0.985295,0.164674
0.072762,0.981848,0.175155
0.147948,0.981172,0.124147
0.150146,0.978852,0.138939
0.131464,0.955833,0.262868
0.136973,0.95201,0.273707
0.091665,0.960591,0.262416
0.09143,0.959119,0.267827
0.064628,0.986966,0.14738
0.189806,0.963563,0.188466
0.011093,0.994077,0.108109
0.097933,0.961521,0.256683
0.081915,0.962962,0.256894
0.200687,0.925623,0.320854
0.203376,0.954087,0.219899
0.075673,0.975624,0.20599
0.073801,0.993981,0.080961
-0.000721,0.996983,0.077613
0.002625,0.997244,0.074149
0.06465,0.976859,0.203881
0.0821,0.975005,0.206456
0.092842,0.967204,0.236427
0.079433,0.97392,0.212532
0.082373,0.948941,0.30451
0.041039,0.9867,0.157285
-0.011872,0.996413,0.083788
-0.005987,0.995778,0.091598
0.034662,0.983254,0.178913
0.13491,0.960878,0.241895
0.029481,0.99004,0.137668
0.08205,0.973636,0.212838
0.015075,0.999035,0.041248
0.094789,0.979329,0.178688
0.199971,0.955068,0.21876
0.077344,0.979645,0.185238
0.07329,0.981969,0.174258
0.121075,0.946134,0.300287
0.083235,0.958213,0.273677
0.105054,0.946657,0.304638
0.200056,0.916244,0.347095
0.050523,0.982489,0.179342
0.162203,0.972793,0.16542
0.029044,0.99,0.138042
0.067646,0.963649,0.258465
0.118678,0.922444,0.36744
0.077752,0.951414,0.297937
0.025812,0.981799,0.18816
0.106749,0.955052,0.276551
0.148756,0.946444,0.286557
0.147633,0.942497,0.299839
0.145522,0.942287,0.301527
0.068758,0.958517,0.276618
0.065691,0.96977,0.235014
0.051098,0.971448,0.231683
0.150004,0.938123,0.312128
0.199741,0.921557,0.33292
0.057127,0.966214,0.251332
0.119165,0.945944,0.301645
0.070228,0.987456,0.141415
0.154857,0.954303,0.255586
-0.014987,0.998048,0.06062
0.179696,0.91422,0.363196
0.018638,0.999256,0.033778
0.19226,0.914687,0.355504
0.064233,0.976671,0.204907
0.00613,0.984,0.178062
0.068316,0.984973,0.158625
0.099072,0.945332,0.310695
0.113064,0.965796,0.233357
0.008253,0.999378,0.034299
0.103713,0.964434,0.243128
0.104521,0.965973,0.236582
0.089515,0.949056,0.302126
0.025622,0.99202,0.12345
0.094842,0.96068,0.260956
0.095414,0.961478,0.257792
0.150945,0.915678,0.372491
0.035302,0.979509,0.198283
0.048104,0.976839,0.208498
0.098748,0.94522,0.31114
0.095003,0.937887,0.33368
0.064588,0.969688,0.235655
0.046806,0.974175,0.220889
0.089811,0.949759,0.299821
0.092121,0.949909,0.298642
0.082298,0.942994,0.322472
0.005214,0.999295,0.037184
0.00196,0.998985,0.044995
