x_loc,y_loc,z_loc
155.86522,498.17944,-605.7237
75.540306,392.13956,-248.19118
61.31056,543.6962,-773.11224
96.565865,537.31165,-749.77167
49.87016,435.7009,-358.21976
28.773737,415.71945,-294.03378
112.349915,515.3762,-658.2353
71.83902,528.1376,-702.6507
49.026886,447.20593,-393.57553
61.76886,448.27676,-400.85544
24.791687,427.18124,-325.56604
505.14258,639.4207,-1649.942
489.71387,638.2557,-1620.4235
124.05062,405.56152,-304.3075
93.992516,390.0299,-251.02275
99.735634,398.11047,-273.76065
110.993385,549.50995,-811.9175
79.05604,553.5278,-826.28534
31.645552,472.49258,-473.44272
39.29522,466.44644,-454.4515
557.0406,640.37085,-1692.6875
582.06866,640.6197,-1711.8657
406.01797,534.9152,-872.2481
36.037815,410.7117,-282.30963
537.0224,633.62524,-1545.9071
539.22235,630.66437,-1509.5356
431.46094,531.2595,-880.1509
54.852722,402.35007,-266.12363
41.45195,398.87485,-252.57253
20.319956,452.21243,-401.77567
38.599335,453.43564,-410.64075
538.48584,643.7675,-1785.5724
524.12946,644.68964,-1813.7081
16.289034,473.47495,-473.10233
433.32193,576.4955,-1069.8224
346.97437,625.6786,-1430.982
98.1478,526.9189,-703.24713
57.292236,534.50586,-728.61725
439.51248,643.52423,-1750.3275
447.6306,644.3518,-1779.4088
40.038715,477.14722,-492.16684
39.849796,473.68872,-479.82788
122.65811,444.25366,-410.3606
162.87634,440.92053,-418.97226
75.44956,498.87622,-582.16064
77.34493,504.4806,-604.5325
61.78951,452.77866,-415.32593
73.71045,455.2607,-427.11972
36.184467,504.06656,-592.9659
386.672,566.6652,-993.8787
362.56433,565.93976,-978.1829
18.801079,430.14395,-332.7967
20.52758,433.7509,-344.00235
425.46667,613.3818,-1305.9865
436.1548,609.03973,-1272.4077
34.6964,496.03183,-560.98456
28.943743,500.2993,-576.4074
324.27512,591.67926,-1117.0751
71.415215,556.7292,-841.85626
41.272015,545.3254,-777.9577
35.599422,549.7281,-799.57227
415.5222,517.8674,-822.1287
404.80334,511.19943,-792.1413
54.239887,490.2192,-543.74677
452.21646,598.7365,-1206.232
32.27136,478.86703,-496.3116
23.81394,477.59244,-489.60938
525.0985,587.55743,-1199.6096
35.482464,426.8761,-327.6036
38.719734,430.2305,-338.43015
28.068277,401.92245,-256.40646
26.136961,407.0686,-269.57874
583.9178,623.5866,-1484.0919
211.35027,479.16357,-560.91223
179.00517,517.10236,-687.41284
371.71448,532.48676,-837.37775
348.37646,539.4941,-851.21045
449.72525,635.45575,-1567.9801
546.20795,645.1984,-1834.2467
383.22037,579.05206,-1057.878
7.052175,412.67764,-281.15686
72.72641,467.63208,-468.18726
59.298355,465.76352,-457.76572
302.7089,581.1563,-1040.0927
437.04874,589.81335,-1145.9882
286.97192,583.7519,-1052.5822
295.2543,587.4028,-1079.4772
297.2816,484.3651,-627.05206
277.6497,493.6854,-644.0974
437.74374,632.66437,-1523.4034
471.6,632.8531,-1522.2456
28.684937,508.285,-608.49585
33.962486,512.8921,-628.7214
178.65355,552.83795,-846.5081
148.41505,553.29987,-840.2585
436.17618,556.9932,-982.7757
404.573,549.70636,-926.7363
395.30847,556.6218,-950.3953
219.2721,499.33,-635.3088
245.43549,505.26978,-668.94244
193.68372,486.59912,-578.14075
172.59674,486.18347,-568.07574
175.95618,562.3891,-896.2347
170.24457,534.71606,-758.14526
145.75156,535.5393,-754.3747
125.5671,419.886,-342.48618
111.2381,415.1425,-323.15793
132.74547,464.8986,-479.81265
481.9647,612.926,-1316.7506
423.6787,581.98926,-1093.965
389.02856,585.59247,-1098.7097
608.0312,598.163,-1368.9203
339.6804,584.8262,-1075.0356
329.90067,581.48956,-1050.782
402.72437,592.7642,-1147.7877
383.9318,596.95465,-1169.8438
139.08617,521.2822,-690.3884
157.92168,516.0481,-675.42145
41.6702,421.8763,-315.0682
32.070675,419.6144,-305.88376
258.51892,486.8925,-610.7193
257.87814,493.60294,-632.8896
324.38742,509.05167,-726.08594
337.99954,513.9648,-751.6516
379.90726,589.99023,-1121.9758
349.7534,592.6507,-1130.2184
101.25183,553.04614,-827.9707
112.91869,556.6157,-849.29816
257.73404,560.27124,-909.7757
251.10463,566.2891,-938.8483
266.40366,602.8807,-1191.753
516.2775,578.4324,-1148.6764
501.40186,586.84906,-1172.579
589.5969,637.87823,-1660.4904
277.6345,535.3191,-803.62274
293.2194,527.147,-776.8138
142.66643,438.50565,-402.38498
105.41504,441.7605,-396.00546
459.8379,620.94135,-1379.4249
437.4606,618.98785,-1358.4796
243.92781,577.1287,-1000.0752
237.25484,581.79895,-1028.3066
15.480495,470.5599,-462.61682
1.8966523,377.6705,-191.83667
544.40765,615.99066,-1380.8312
513.85706,620.2923,-1390.6835
31.707842,483.98486,-514.8567
43.50877,484.00916,-517.9152
354.21204,459.5691,-604.60254
339.27515,453.3977,-574.8289
124.65092,570.5193,-930.3355
635.8277,629.8479,-1617.6411
578.83954,646.24835,-1883.045
413.2144,645.6857,-1821.3766
389.5421,638.70123,-1625.7681
493.25912,525.4122,-931.2885
294.14767,604.1735,-1208.7837
286.84302,607.7558,-1238.0494
312.76996,442.723,-524.9146
313.38733,456.29086,-559.716
12.827012,521.0135,-660.60004
27.650183,525.0891,-680.86346
580.6096,574.46515,-1220.2755
542.935,551.45294,-1079.6152
319.364,617.2498,-1334.215
628.732,618.14496,-1514.7047
459.42612,507.31485,-839.8875
379.24387,470.3423,-656.8891
350.04367,471.63028,-632.32574
509.08115,535.29126,-982.188
483.8859,537.9907,-959.8366
4.8497586,457.5747,-416.41068
10.114307,459.55362,-423.9213
10.484042,452.19604,-399.70853
4.8497586,454.4669,-406.15768
239.38818,411.8442,-392.15884
127.8555,377.10815,-239.67993
559.4055,557.94104,-1124.756
537.5453,561.5033,-1106.583
591.393,582.28644,-1269.1578
570.0296,584.64355,-1244.9097
154.07068,575.8178,-969.6999
154.07498,571.2063,-941.3228
370.97134,627.2616,-1454.0923
359.72513,629.5157,-1480.4476
523.25836,646.27386,-1882.0634
617.39044,605.19684,-1419.7428
596.39453,607.3128,-1396.1395
313.84384,609.1641,-1256.515
303.64127,612.59344,-1285.7269
329.95016,614.13306,-1305.9125
264.46365,422.37906,-436.10526
238.08958,423.1659,-417.80447
262.3442,434.08313,-462.60977
286.4216,444.8169,-508.2628
288.83615,432.3989,-479.53867
520.3264,554.93646,-1061.1469
527.64264,543.1955,-1030.9058
501.91666,547.1257,-1011.68536
186.17854,393.43246,-312.56375
614.2343,624.56635,-1538.3276
617.1693,629.83093,-1590.2866
632.4671,624.39703,-1566.1221
11.699443,446.78613,-382.58603
12.659093,441.23038,-365.37134
6.0651593,444.20178,-373.4985
124.6052,565.63257,-901.84863
178.73627,581.9039,-1015.04047
181.89471,577.28784,-985.8743
358.04257,623.1507,-1404.069
344.66458,618.8042,-1355.0956
333.67825,621.5782,-1382.2072
56.86674,370.62595,-190.57135
16.373774,380.9249,-202.40802
30.716284,374.61426,-190.57133
641.07355,641.9294,-1779.1525
621.6633,641.32184,-1757.4652
639.11597,638.66473,-1725.3285
615.33527,638.6329,-1704.7733
423.0919,488.08728,-748.4406
187.30684,403.70425,-336.5399
212.71523,412.81363,-375.02612
212.74922,402.4918,-351.4481
580.05817,592.43866,-1294.9526
587.6845,600.30383,-1345.3424
600.73926,590.3299,-1319.5204
205.06654,583.7281,-1033.7208
202.13017,587.69965,-1060.305
6.605375,485.741,-516.13654
8.983491,394.74173,-234.50671
23.460611,388.9663,-223.22272
8.912032,553.1434,-815.2039
16.977798,556.62823,-834.42365
35.797024,556.35986,-834.737
4.2689652,467.69376,-450.60452
395.22876,641.1201,-1676.1489
408.5154,639.6682,-1649.1534
29.407797,535.26245,-727.8213
14.584625,539.7172,-747.47266
399.66504,643.1351,-1726.1666
411.71826,641.9491,-1700.3286
244.54753,598.11475,-1148.0533
270.58414,599.4385,-1164.5074
105.394066,379.9756,-233.60071
95.74326,370.43567,-207.59444
70.53869,375.46823,-207.24034
13.010861,416.09238,-291.43002
5.9586873,420.0205,-301.34732
4.867431,427.14108,-321.569
10.826118,423.40967,-311.66565
135.128,386.9313,-265.61685
162.37706,394.9851,-300.34598
158.34407,384.8772,-275.252
454.70358,518.87213,-866.4487
470.60464,527.66675,-910.7115
478.5917,515.9582,-885.4919
5.0775046,476.36343,-481.3848
5.0775046,479.46924,-492.66397
402.6246,644.67114,-1774.0563
423.06882,645.0244,-1794.4662
413.5839,643.7624,-1748.8461
7.5494637,505.50684,-593.654
406.0165,477.26956,-701.23846
403.61032,489.06555,-729.4924
380.4766,480.35776,-683.66327
4.358505,433.20114,-339.37643
10.952438,435.64368,-347.8256
9.225936,430.07065,-330.73233
6.9739556,498.0762,-563.65875
14.523419,501.23242,-577.42255
49.118458,558.2454,-846.75397
46.163746,560.93365,-860.87427
8.365211,547.07245,-783.43555
17.277243,550.41345,-801.2757
22.949835,543.7509,-768.044
440.574,508.4204,-820.7679
445.89453,496.0604,-793.23956
423.4619,498.6023,-775.44257
13.218852,480.08524,-496.47815
14.746722,482.8309,-506.85938
550.1069,568.71924,-1150.9369
558.89667,577.17865,-1197.4982
569.0293,566.75714,-1172.7279
432.86148,645.91583,-1840.9186
414.91702,646.361,-1870.0785
432.76318,646.4536,-1886.5111
467.88278,646.4536,-1886.5111
489.0918,646.13995,-1868.5742
12.914196,408.66162,-271.02975
14.845512,400.413,-249.6787
5.862021,404.5038,-258.8981
608.6453,612.6397,-1444.9785
614.02277,618.24713,-1490.0039
627.20197,611.11945,-1467.3121
6.37084,491.40775,-537.56464
12.976214,488.01392,-525.7632
13.344795,494.06375,-548.9727
247.39565,594.6722,-1121.9785
226.42949,589.49066,-1078.8207
223.19228,593.03644,-1104.0387
402.72168,637.1053,-1599.6786
393.64246,634.27686,-1552.3451
381.18225,636.01715,-1577.5707
547.3653,645.9347,-1865.1084
6.920793,513.2061,-625.65924
19.747805,516.14154,-640.1148
14.470257,508.7921,-608.1687
603.18365,645.83563,-1865.7318
631.79376,646.17474,-1882.6865
649.3642,645.73724,-1865.6572
649.20233,644.4832,-1831.6494
630.74396,643.8613,-1812.8115
370.92648,632.97174,-1529.456
382.95804,631.0108,-1504.0192
9.533515,465.20422,-442.9415
5.264549,462.81247,-434.0878
104.20374,564.2265,-889.566
86.5556,566.0948,-896.4048
643.9189,633.8957,-1665.8776
621.4923,636.8986,-1679.4498
625.3388,633.56696,-1638.8248
3.5070658,471.94443,-465.30215
7.7760315,469.97815,-459.0746
61.990986,562.652,-872.4898
76.24238,562.4939,-874.2036
8.584571,474.31528,-474.57462
-104.448814,433.97153,-372.57373
-171.81616,523.55664,-711.1149
-24.325335,488.3108,-529.14374
-360.64258,549.5108,-899.9904
-571.6236,641.7624,-1737.3754
-133.60255,541.23584,-777.38385
-107.882576,482.5795,-531.94507
-326.8696,602.04767,-1197.2035
-470.31387,559.7907,-1023.90424
-30.104586,434.27353,-348.08505
-136.24683,509.8108,-643.28204
-57.685513,471.18945,-476.10306
-475.21487,644.2596,-1785.3169
-158.36919,510.44986,-653.55646
-131.97716,455.58298,-449.309
-475.35934,619.61346,-1368.5834
-164.65938,413.60953,-346.2173
-83.87957,451.2457,-417.5748
-513.86237,637.1252,-1599.5406
-515.31464,629.8995,-1488.4502
-461.8474,629.2431,-1472.1224
-68.35809,396.20825,-255.58516
-435.6836,624.1585,-1411.9073
-369.53268,583.5507,-1078.6603
-535.9809,608.2576,-1321.8124
-34.041035,437.68518,-359.53793
-25.405512,460.90918,-431.88083
-79.252014,410.67383,-297.62405
-187.59175,432.636,-409.257
-259.76596,584.19653,-1049.3094
-437.1328,529.87726,-881.042
-513.9825,594.97943,-1225.6033
-84.32979,433.0101,-362.1494
-225.93266,512.0512,-686.513
-28.054413,448.69534,-392.38998
-57.308445,534.4643,-728.41895
-505.60452,613.4119,-1330.8553
-5.114818,454.46396,-406.20883
-462.35654,592.47217,-1174.1866
-370.6101,575.8134,-1034.434
-456.77823,640.55505,-1673.8688
-504.5886,641.3315,-1702.587
-21.522436,423.1643,-313.08408
-363.57385,492.26895,-700.6352
-326.56793,598.68164,-1169.5333
-232.684,445.77573,-472.2543
-367.24695,508.54593,-754.1907
-597.3775,635.9969,-1636.897
-178.81158,504.67972,-638.90485
-200.37494,512.0078,-675.7409
-490.55225,644.9819,-1815.4496
-21.178171,458.36218,-422.28528
-52.914845,385.03928,-221.96623
-453.34875,615.65674,-1330.2701
-113.89341,502.0671,-605.9473
-230.45245,457.2374,-503.4729
-72.90435,444.56906,-392.8789
-200.35295,474.04117,-538.59985
-75.595116,471.1848,-481.4537
-391.14844,545.22406,-899.54156
-198.66742,566.78613,-927.1689
-367.7432,613.1853,-1300.896
-56.856068,523.3139,-678.21844
-488.8088,567.628,-1074.25
-22.410955,451.96323,-401.521
-379.20056,515.3678,-784.7928
-190.53545,538.7017,-782.9349
-62.4593,552.12885,-816.02637
-108.50592,532.0602,-728.6298
-318.98648,494.88913,-675.3357
-436.88107,609.64636,-1277.1063
-472.4657,627.05273,-1445.1107
-498.59842,616.9999,-1354.1993
-237.67534,486.32727,-597.69745
-320.943,588.20306,-1091.6909
-479.56345,600.9622,-1233.3862
-349.6677,557.149,-929.1302
-147.82477,546.12573,-804.56915
-90.86523,465.44235,-466.6116
-59.401257,497.99576,-574.6011
-40.302376,466.92972,-456.4213
-297.83914,594.27637,-1129.8193
-570.6931,643.5576,-1787.2441
-416.6967,569.82056,-1025.8763
-217.70209,492.36832,-609.26556
-348.5306,539.56757,-851.58344
-379.72104,497.96487,-731.05
-307.93997,551.0872,-883.8609
-199.71887,505.17578,-649.0578
-239.75531,499.4901,-644.97363
-377.5651,609.7035,-1268.8243
-93.77368,506.58655,-617.41
-50.417175,503.09055,-592.2886
-135.41766,503.44247,-618.39984
-223.7606,535.29755,-780.8179
-337.2075,528.5863,-803.4522
-144.20561,429.94498,-378.86697
-266.5861,602.93054,-1192.2106
-484.77994,642.40497,-1729.3671
-107.23819,541.91956,-773.9981
-211.11101,433.90833,-426.5153
-321.24,560.65234,-933.7635
-440.25073,636.78625,-1594.1427
-485.00217,631.2392,-1498.7827
-330.65866,574.31195,-1008.97174
-233.92671,528.66626,-756.70197
-146.42316,526.016,-712.5711
-94.18402,454.70422,-432.20056
-104.14684,476.29886,-508.38574
-394.02963,615.6003,-1324.1472
-451.61655,599.15576,-1208.9508
-60.154957,426.49423,-334.4294
-50.895283,408.59122,-281.3188
-368.7139,559.8184,-950.63605
-213.39772,525.0135,-733.0982
-186.36067,527.2875,-732.0507
-174.76494,555.3026,-858.0246
-321.7208,483.42953,-641.4357
-341.17603,546.4217,-877.5117
-244.697,538.93915,-805.3205
-24.861536,492.42154,-544.892
-67.6336,481.05588,-513.9143
-44.850582,458.09143,-427.7723
-480.7042,634.7283,-1552.5377
-401.77625,620.7722,-1377.1793
-81.230576,476.21927,-500.82504
-504.1915,625.7499,-1437.703
-523.8857,626.6006,-1454.3822
-36.04011,410.71204,-282.31143
-115.9728,451.40475,-429.87805
-231.776,517.80664,-711.6939
-134.98373,551.2867,-826.6904
-576.79376,644.45386,-1816.3505
-144.722,404.76627,-312.81165
-388.03137,600.955,-1200.2738
-61.431046,413.80118,-299.13916
-314.19934,566.7415,-961.5483
-490.45874,640.4284,-1674.3945
-90.95106,494.1868,-569.0202
-356.0852,603.78735,-1215.6422
-455.08716,547.2187,-959.6306
-437.37912,543.9314,-930.91254
-286.31183,469.88834,-576.1717
-60.54533,506.85202,-609.6802
-151.46748,469.64905,-502.86343
-256.9541,469.4596,-555.6274
-390.42078,570.51196,-1015.56885
-584.1633,629.1314,-1534.1964
-576.2587,620.80023,-1453.9681
-337.49057,497.9353,-698.2095
-542.86096,642.1499,-1736.7125
-84.0839,400.4692,-272.90796
-239.01819,557.6844,-890.7393
-22.568848,446.23892,-383.1194
-55.084156,420.5422,-315.63406
-88.34305,487.99667,-545.355
-33.262802,470.21753,-465.87167
-34.503277,472.97226,-475.88583
-64.28007,461.94168,-446.38562
-59.19228,457.68884,-430.64896
-526.46747,643.03156,-1760.1279
-496.77286,643.23096,-1758.121
-566.989,632.7627,-1558.6276
-532.975,641.2759,-1707.9259
-572.4603,636.0793,-1612.3568
-429.69815,621.24884,-1380.0817
-442.59842,562.09015,-1010.1301
-49.635937,494.13303,-557.3841
-68.926994,439.47934,-375.927
-123.08781,427.95535,-363.4764
-408.30557,560.2383,-975.2063
-411.96976,607.71027,-1256.7026
-417.28592,602.6796,-1219.9735
-511.17197,635.3289,-1565.4159
-565.8914,628.1569,-1503.5547
-151.97546,477.50064,-529.7165
-283.6981,480.03214,-604.82513
-412.58298,575.0109,-1050.8104
-351.68893,596.51636,-1158.1913
-165.29161,422.44852,-369.52274
-350.9351,607.5053,-1247.4637
-121.81002,443.8179,-408.72464
-536.4876,639.0245,-1648.0736
-50.15453,431.46558,-345.59488
-273.26266,592.9135,-1114.4183
-514.34894,622.3994,-1408.5812
-450.95383,619.227,-1361.4614
-508.31165,573.93945,-1120.8247
-547.78564,601.6352,-1296.0792
-526.08636,601.96313,-1275.0375
-40.901226,447.28384,-391.46786
-52.71158,439.70865,-371.37125
-168.2601,568.0284,-925.9946
-221.42232,569.41406,-948.43085
-542.7528,637.62103,-1617.3651
-458.81906,638.10736,-1618.1498
-91.36511,417.264,-320.37885
-78.61495,426.34338,-340.6892
-428.7111,629.2327,-1475.7148
-404.3953,627.107,-1451.9664
-94.8384,537.34155,-749.5086
-133.22661,531.05634,-730.7153
-36.125443,461.1908,-435.67017
-398.12778,528.8538,-844.6604
-71.01034,486.55258,-534.8849
-554.7815,622.15094,-1439.7721
-564.5752,616.36676,-1406.5863
-346.29626,577.2053,-1031.7856
-285.3191,521.6831,-751.40625
-288.14963,503.3835,-684.51886
-131.28545,490.15567,-567.2678
-129.46571,483.39548,-542.1585
-493.4374,607.6291,-1283.9633
-537.21204,594.77344,-1248.1039
-177.55913,498.42807,-614.7999
-112.310326,495.52988,-580.7197
-257.73416,457.97656,-522.6154
-464.42627,568.6501,-1056.4913
-298.9788,557.6797,-910.97284
-470.14404,606.4221,-1264.8126
-417.6606,631.0213,-1503.2299
-583.09985,633.46136,-1586.4404
-193.21342,549.613,-835.15485
-227.6687,547.05524,-835.2637
-425.48953,634.0963,-1549.1942
-298.36435,539.9463,-831.6004
-249.79045,550.9004,-861.6016
-48.210247,449.99942,-402.29654
-441.23596,641.66003,-1700.1968
-213.27759,574.615,-977.0152
-43.442486,478.17587,-496.81387
-51.498737,481.11108,-509.56052
-196.73775,491.9103,-598.648
-325.61398,523.01794,-776.69293
-274.36533,589.6374,-1090.4004
-286.44357,547.52246,-859.61346
-587.4359,642.4323,-1762.4058
-448.95193,583.4785,-1115.7031
-482.15024,576.5628,-1106.853
-26.32183,440.66098,-366.6263
-145.72707,555.7517,-852.31964
-336.90387,569.2981,-984.3381
-277.25702,574.8867,-994.9377
-301.2972,577.09515,-1014.834
-213.61574,478.4596,-559.4738
-53.75797,466.50504,-458.7468
-83.477715,460.88358,-448.8998
-187.89832,422.86353,-383.41565
-283.91397,569.54694,-966.28564
-555.4117,608.68353,-1344.9442
-251.89613,587.91437,-1073.2493
-543.83673,617.4659,-1392.0747
-31.183563,485.58508,-520.6527
-24.865866,482.0978,-506.23886
-38.30313,391.04697,-231.70544
-174.3029,478.84964,-543.14215
-234.35284,478.4279,-569.8198
-176.12538,462.6896,-490.9271
-202.68341,465.7327,-513.2378
-42.958084,552.5944,-815.5012
-91.54685,513.56433,-645.00934
-51.548187,512.4012,-630.44116
-179.02034,453.22708,-463.3433
-207.80989,444.8085,-454.4354
-440.5649,639.3978,-1647.1298
-61.495255,449.24048,-403.8557
-66.48044,516.7574,-652.04126
-115.70117,521.30133,-683.71387
-382.85373,618.51074,-1354.2915
-271.2814,501.25378,-667.71387
-45.470383,474.36887,-483.79166
-119.8843,397.00208,-280.86234
-560.20917,639.32513,-1667.128
-145.92336,413.08774,-334.65768
-177.0166,544.90106,-807.3286
-281.51114,511.44528,-709.861
-301.3268,513.43604,-727.32764
-27.506294,454.88608,-412.4039
-40.458775,454.3337,-414.10153
-455.10788,642.6069,-1727.5023
-258.13742,517.3665,-721.1971
-259.5848,523.76544,-747.58295
-47.85725,436.30142,-359.41064
-95.67554,546.96747,-796.0225
-59.2984,543.7188,-772.883
-298.1937,597.4151,-1154.3108
-153.73842,491.08032,-578.66504
-156.28755,497.82986,-604.56934
-112.495735,515.41327,-658.429
-71.9262,528.15424,-702.7434
-28.773026,415.7203,-294.03607
-24.88826,426.85043,-324.63144
-505.15613,639.42523,-1650.0577
-489.72974,638.2614,-1620.5521
-123.8035,405.18192,-303.1992
-371.83444,532.54266,-837.66156
-101.5637,394.4683,-265.6294
-163.86412,440.5812,-418.48654
-158.59381,450.27213,-444.6527
-557.04767,640.3735,-1692.7607
-582.0727,640.62164,-1711.9191
-408.31223,534.868,-873.9468
-72.65452,547.549,-794.388
-536.80853,633.6851,-1546.3763
-536.37506,630.8281,-1508.8453
-52.990444,401.20288,-262.48093
-39.597416,398.0986,-249.97295
-449.50635,534.75055,-909.3657
-109.19888,551.44476,-821.52954
-71.16349,555.7259,-836.55225
-538.48724,643.7692,-1785.6289
-524.13007,644.691,-1813.7545
-459.27637,624.7996,-1418.8375
-23.050817,470.3887,-463.8562
-24.083832,465.90625,-448.5514
-98.2049,526.96783,-703.47363
-69.91964,538.55927,-750.0279
-432.59708,576.13983,-1067.6514
-8.057016,558.74445,-845.5538
-439.5211,643.52686,-1750.4061
-447.63516,644.3536,-1779.4668
-134.98352,563.6841,-893.1683
-76.46487,498.36804,-580.51886
-77.70441,504.23056,-603.68085
-24.42154,474.55908,-478.9176
-36.137623,504.03036,-592.8134
-387.1547,566.4505,-993.0591
-362.99072,565.87823,-978.05914
-33.399033,495.4585,-558.5024
-28.884806,500.26108,-576.24414
-18.445152,429.9578,-332.15192
-20.596632,433.53125,-343.3597
-42.634712,443.77637,-380.8479
-30.061182,443.34494,-375.97562
-17.953186,472.83353,-471.20886
-19.213274,468.51355,-456.37003
-324.44528,591.7371,-1117.5297
-94.88205,555.6232,-840.4209
-103.92599,559.48706,-863.1844
-39.935246,545.3787,-778.0459
-33.79015,549.6745,-799.0259
-415.58878,517.9,-822.29083
-404.87036,511.2313,-792.2976
-54.297195,489.39523,-540.7005
-43.72931,485.73355,-524.3696
-35.57907,426.54532,-326.66904
-38.64392,430.39502,-338.9149
-525.1106,587.5774,-1199.7264
-410.9266,625.1013,-1425.4653
-388.19675,622.9949,-1403.8589
-471.91736,645.6954,-1839.4395
-158.87946,563.9556,-900.1311
-27.505674,401.82773,-256.0157
-26.043531,407.05286,-269.51633
-579.65265,623.95135,-1482.3785
-179.21411,517.16614,-687.7471
-68.08548,453.17224,-418.53735
-88.150276,445.60214,-401.2272
-69.576775,387.09628,-233.33797
-363.62564,525.7254,-807.7871
-327.21536,536.6569,-829.9195
-450.34525,635.5035,-1568.6827
-546.2076,645.1994,-1834.2809
-384.14307,578.8119,-1057.0131
-14.838741,530.6857,-704.5892
-302.94168,581.2088,-1040.502
-436.97958,589.8892,-1146.4401
-287.1417,583.8189,-1053.0693
-295.43954,587.46625,-1079.9626
-297.38083,484.4033,-627.23755
-277.77832,493.73315,-644.33246
-29.355352,479.31113,-497.20914
-21.30152,477.0909,-487.21875
-437.44458,632.76385,-1524.9912
-471.64987,632.9714,-1524.1366
-28.734884,508.29016,-608.52704
-34.0173,512.8995,-628.7632
-437.4733,556.5695,-981.9697
-602.2964,644.7769,-1829.8834
-407.8418,549.41425,-928.1836
-396.38208,556.3703,-950.1382
-219.43074,499.3821,-635.5704
-245.60115,505.32718,-669.23315
-125.22202,469.2632,-491.7462
-117.57587,463.44116,-469.34335
-34.96094,464.49362,-446.5872
-19.58371,463.77023,-440.10913
-128.98616,559.7735,-869.9222
-195.97392,485.90097,-576.7338
-174.24614,485.66916,-566.98145
-173.66454,534.3445,-757.7715
-145.92346,535.6539,-754.9798
-125.43778,419.93716,-342.5725
-110.90771,414.76212,-322.0309
-484.76035,612.4554,-1314.048
-423.78134,582.03345,-1094.2601
-389.15686,585.6433,-1099.0665
-1.8966523,377.67044,-191.83667
-139.19873,521.35333,-690.7259
-158.11565,516.1043,-675.7155
-339.84262,584.882,-1075.4457
-330.13916,581.5352,-1051.1499
-402.6879,592.84955,-1148.323
-383.93677,597.04987,-1170.4932
-42.01888,421.66382,-314.55374
-32.41933,419.40195,-305.3693
-257.66284,487.50278,-612.1584
-258.01416,493.65176,-633.1298
-326.4694,508.42044,-724.8594
-340.07858,513.33514,-750.4258
-380.0358,590.0486,-1122.3926
-349.92078,592.7104,-1130.6792
-266.7101,560.89886,-915.8631
-258.6859,566.677,-943.3913
-428.76282,614.0546,-1312.4794
-208.23907,560.83453,-897.00555
-181.91997,559.5961,-882.5899
-516.3211,578.4549,-1148.8218
-501.43143,586.87665,-1172.7451
-591.3915,637.8392,-1660.96
-278.73956,535.20807,-803.6453
-295.9971,526.35034,-775.20514
-143.08467,438.3052,-401.9894
-104.29194,441.4738,-394.6996
-514.1052,617.6873,-1366.6068
-477.69644,622.27655,-1394.1338
-243.88423,577.21765,-1000.6277
-237.15411,581.88385,-1028.8495
-540.5421,614.5254,-1366.3945
-501.0432,621.17914,-1391.2853
-5.114818,457.57175,-416.46182
-608.0356,598.1663,-1368.9464
-7.018925,438.5931,-356.32974
-7.049977,412.6788,-281.1594
-5.768646,449.17227,-389.19836
-10.883464,452.11923,-399.5538
-354.23242,459.57724,-604.64154
-339.29617,453.4061,-574.8691
-10.314186,459.31665,-423.16434
-319.8862,617.3877,-1335.6589
-637.1617,629.6749,-1617.125
-578.8398,646.2486,-1883.0526
-413.21448,645.68604,-1821.3843
-389.56705,638.70917,-1625.9219
-294.3091,604.2203,-1209.2162
-286.99927,607.7998,-1238.4728
-495.75137,524.63055,-931.1573
-312.79358,442.73215,-524.957
-313.4292,456.30734,-559.7932
-12.845593,521.01666,-660.6172
-27.684336,525.09424,-680.892
-542.9462,551.459,-1079.652
-580.6175,574.46967,-1220.3063
-628.73395,618.14655,-1514.7213
-459.44583,507.3247,-839.9375
-379.27237,470.35275,-656.94336
-350.09167,471.64853,-632.41724
-346.4243,625.79504,-1432.4352
-509.15198,535.1801,-981.8452
-486.4491,537.09796,-959.36304
-239.39311,411.84595,-392.16663
-330.90594,614.4136,-1308.7377
-314.40967,609.3451,-1258.2814
-304.20242,612.77155,-1287.4838
-129.52614,376.61978,-239.37395
-559.4138,557.9455,-1124.7842
-537.56494,561.5139,-1106.6483
-591.39874,582.29034,-1269.1847
-570.0434,584.6521,-1244.9677
-152.78711,575.97565,-970.3789
-370.21835,627.39606,-1455.8185
-359.59473,629.55505,-1480.999
-523.25885,646.27405,-1882.0721
-617.39325,605.1992,-1419.7627
-596.4017,607.3186,-1396.1857
-264.46997,422.3815,-436.11588
-238.09465,423.16782,-417.81287
-262.3604,434.08923,-462.6372
-286.45627,444.83017,-508.32352
-288.85095,432.4045,-479.56396
-520.3515,554.94965,-1061.2255
-527.6564,543.2026,-1030.9474
-502.0013,547.02167,-1011.38477
-186.16443,393.4288,-312.5463
-614.23804,624.5692,-1538.3607
-618.50507,629.65924,-1589.7867
-632.4689,624.3983,-1566.1381
-5.7597065,480.47598,-496.46133
-178.77849,581.98944,-1015.62616
-180.30345,577.45764,-986.5721
-90.844475,368.8206,-201.6667
-65.52674,369.3254,-190.74962
-641.074,641.9297,-1779.1613
-621.66437,641.32275,-1757.4872
-639.1166,638.6653,-1725.3414
-615.33734,638.6342,-1704.8041
-423.1122,488.0964,-748.4851
-11.810573,446.5598,-381.89505
-13.060852,441.04446,-364.88843
-6.041926,444.04935,-373.01343
-93.582184,566.4257,-899.69135
-187.29834,403.70215,-336.5297
-212.71602,412.814,-375.0277
