x_loc,y_loc,z_loc
206.86017,438.06436,-4709.351
335.32748,631.0922,-2649.3408
533.8852,579.30084,-3419.412
520.35895,577.3092,-3442.3298
311.79703,610.96826,-3005.5125
283.60657,609.8515,-3022.2793
202.43184,586.8043,-3330.4424
69.16421,589.4185,-3298.4636
49.7357,589.2401,-3300.6707
133.74646,513.04254,-4083.7617
90.90049,515.15643,-4064.7737
518.8896,478.3683,-4383.2134
501.36606,475.0018,-4411.23
474.69055,570.9722,-3513.5403
444.10132,571.30554,-3509.8586
140.43352,442.2853,-4676.03
227.23737,539.1394,-3841.1653
479.17447,447.34436,-4635.9004
611.70306,562.62665,-3603.8496
400.68094,588.09894,-3314.616
433.75513,587.24066,-3325.1367
599.3986,646.0303,-2163.4631
375.37558,495.57373,-4237.303
357.91638,498.49222,-4212.0786
146.84833,598.5048,-3181.9133
110.586555,596.8986,-3203.1423
105.240074,590.9917,-3278.833
123.43975,592.4558,-3260.381
267.24,428.31967,-4785.552
281.1631,494.05383,-4250.406
292.69904,491.10477,-4275.679
283.60587,528.8857,-3938.6992
105.77758,477.53427,-4390.1567
400.7832,573.86115,-3481.3877
83.0303,517.91766,-4039.7727
186.9657,580.88525,-3400.9785
179.69104,583.2802,-3372.7346
200.59517,568.4962,-3540.7083
171.8705,570.0762,-3523.3582
388.34073,482.6498,-4347.347
381.7958,476.48596,-4398.893
579.2944,647.033,-1967.9727
485.85153,647.1064,-2003.8038
466.74414,647.05585,-1977.7388
608.49756,547.7571,-3756.6174
85.6586,579.9318,-3412.0657
79.7494,575.5461,-3462.4026
247.94283,576.8391,-3447.6873
273.1824,573.12177,-3489.68
347.49753,570.951,-3513.751
363.9684,568.12256,-3544.8088
52.31432,549.0406,-3743.791
57.344036,551.6247,-3717.742
362.31665,613.69464,-2963.6445
300.05447,581.36957,-3395.2844
91.034706,596.4768,-3208.6758
109.91797,549.56445,-3738.4944
363.65527,621.19653,-2839.8923
380.29834,622.5783,-2815.5166
60.11907,476.23172,-4401.043
558.40436,491.32788,-4273.7607
612.08154,493.36414,-4256.3022
601.16583,496.44873,-4229.7715
540.59106,448.5721,-4626.0845
147.28322,606.38104,-3073.0378
89.75186,490.8138,-4278.1387
28.457108,593.0976,-3252.304
183.99126,602.98236,-3121.0134
17.620573,579.0637,-3422.155
417.213,619.91187,-2862.1575
605.2749,623.18805,-2804.5469
257.5366,581.71796,-3391.2107
71.51206,494.3003,-4248.2524
45.95396,516.12396,-4056.0247
556.14606,602.3768,-3129.427
587.48883,602.6296,-3125.952
481.02158,588.61615,-3308.2375
450.6542,589.0983,-3302.3027
252.98528,598.7305,-3178.7957
79.00338,459.90433,-4535.011
435.71872,623.82294,-2793.0303
419.57114,622.5722,-2815.6257
285.89743,444.09207,-4661.711
315.61118,443.20517,-4668.745
551.95026,646.30664,-2139.9104
536.3797,646.64844,-2108.3376
72.0115,500.98462,-4190.3765
228.09163,618.5766,-2884.6575
627.2716,570.93823,-3513.9502
621.1042,568.324,-3542.5996
655.9092,565.0078,-3578.468
233.55696,596.45306,-3208.8984
43.339962,474.81216,-4412.8223
439.9106,567.1822,-3555.0676
429.5189,569.24023,-3532.6309
550.36835,502.49332,-4177.1714
200.0968,428.1527,-4786.8696
137.20903,470.8624,-4445.4487
147.561,474.45346,-4415.7954
68.86968,568.04626,-3545.6367
324.9988,503.55887,-4167.8916
627.6231,426.70425,-4798.122
307.63824,622.5435,-2815.9004
488.6222,539.89435,-3833.8352
470.25717,545.086,-3783.0881
598.2363,611.57684,-2996.293
599.4416,607.8974,-3051.0671
68.14393,594.9893,-3228.0176
175.23677,572.9295,-3491.8508
198.2091,576.37994,-3452.9512
316.2717,625.59717,-2759.9895
282.6738,631.7541,-2634.8042
431.65613,598.90656,-3176.4736
441.94394,601.174,-3145.8486
367.23105,500.80054,-4192.0137
393.66748,501.7396,-4183.797
272.1774,558.0976,-3651.4094
276.47787,560.7082,-3624.1094
419.90683,630.8173,-2655.0889
12.587132,586.07733,-3339.304
254.38635,646.716,-1916.5944
495.67273,442.17026,-4676.96
472.1266,443.79602,-4664.071
273.44458,489.28775,-4291.195
303.78925,484.9436,-4328.0215
281.84402,586.22217,-3337.5576
303.07413,585.07587,-3351.3098
373.1451,615.33026,-2937.779
322.94772,615.89355,-2928.7585
320.26797,627.9272,-2714.7751
464.40775,645.9448,-2169.8582
423.5824,645.4015,-2205.2861
517.8438,636.31744,-2526.8767
546.73126,635.47473,-2547.8901
342.9738,634.1534,-2580.1746
401.36923,629.9036,-2674.4177
376.73276,637.9649,-2483.068
382.3495,636.8588,-2512.9006
350.29892,645.1723,-2218.533
360.82162,644.612,-2248.0918
340.9348,642.2214,-2349.4119
376.54782,645.87335,-2174.8909
406.43518,646.0679,-2160.8906
603.03644,646.9545,-1948.9645
444.57004,634.2409,-2578.1643
650.7708,619.27356,-2872.9363
559.8765,579.5231,-3416.8303
566.2378,581.9651,-3388.2874
326.89542,474.76364,-4413.1636
299.33942,472.50333,-4431.8833
399.0248,521.93677,-4003.046
463.1807,559.7877,-3633.7825
426.4083,636.0549,-2533.7249
48.499405,592.73395,-3256.9238
51.89279,591.1112,-3277.3796
350.48734,439.67847,-4696.6304
18.807034,535.8975,-3872.335
184.37871,426.14487,-4802.467
156.93394,426.88892,-4796.696
374.2505,459.49316,-4538.348
399.6956,457.69455,-4552.9106
332.20532,607.65717,-3054.665
307.92172,606.7872,-3067.2097
309.89673,436.43295,-4722.1543
317.6049,566.59766,-3561.2927
297.355,564.8233,-3580.4207
390.30698,604.33075,-3102.2278
260.8988,437.23145,-4715.8716
260.223,441.58713,-4681.5522
406.05667,615.6975,-2931.8828
342.11377,647.0794,-2029.627
531.00146,533.712,-3893.1252
549.2937,536.2676,-3868.7747
325.0251,531.23175,-3916.6594
293.0055,531.316,-3915.8674
347.6749,646.72687,-2099.2302
336.94733,646.49713,-2124.3455
415.5066,604.1692,-3104.485
421.43594,602.31305,-3130.3127
95.58969,456.74106,-4560.5806
331.16376,498.642,-4210.779
314.10275,501.4506,-4186.325
472.88306,624.1594,-2786.8132
493.838,622.8737,-2810.0193
351.37448,503.05862,-4172.28
338.55112,507.5436,-4132.7817
523.2571,544.28503,-3790.9773
502.95773,548.5203,-3749.002
278.45602,499.3983,-4204.205
272.35916,504.31213,-4161.285
484.52023,605.87665,-3080.2708
506.60913,603.8982,-3108.175
331.44177,637.42255,-2498.0032
604.13446,501.5266,-4185.6714
616.7741,504.33328,-4161.0747
45.200897,456.95935,-4558.8354
220.63214,577.8399,-3436.2478
200.66801,574.0085,-3479.7478
419.64365,561.9664,-3610.8806
437.24747,563.62964,-3593.2312
270.09335,583.4488,-3370.822
239.88518,585.26044,-3349.1504
166.7069,435.90598,-4726.3003
205.48402,433.10733,-4748.237
572.41766,500.3328,-4196.064
31.199686,590.3731,-3286.5957
33.172764,591.5122,-3272.3508
258.1008,527.3752,-3952.7668
236.82698,528.9194,-3938.3174
98.39274,474.15002,-4418.3066
553.965,421.99478,-4834.5776
519.1109,450.233,-4612.849
502.84384,447.5267,-4634.4497
269.02786,537.889,-3853.238
274.98257,540.9236,-3823.8425
531.1939,488.87045,-4294.727
449.39612,437.39502,-4714.593
501.81485,438.48154,-4706.038
43.080677,463.28738,-4507.53
380.60855,646.75665,-2095.6968
490.5018,637.80096,-2487.6917
454.22708,638.6847,-2463.021
73.2537,465.86417,-4486.5093
86.477425,463.10776,-4509.008
293.356,597.1424,-3199.8713
41.126484,469.4493,-4457.107
391.66714,448.6603,-4625.401
552.255,512.2697,-4090.6785
538.2224,508.88876,-4120.8164
409.74625,644.3401,-2261.5674
390.00464,644.65485,-2245.8455
557.3449,475.45187,-4407.512
565.19775,481.14694,-4359.98
104.62905,467.88858,-4469.929
71.670525,471.29037,-4441.9585
352.18033,428.50842,-4784.0894
627.3302,476.05405,-4402.4946
16.305063,422.18454,-4833.1055
370.66553,647.1099,-2010.6416
116.350075,515.32275,-4063.2717
125.18307,518.24634,-4036.7834
325.0643,620.95135,-2844.1497
318.62598,646.72894,-1919.209
105.39633,449.24277,-4620.7437
78.29122,524.5127,-3979.3157
197.83083,584.65045,-3356.4495
223.20569,583.91675,-3365.24
228.87036,443.65372,-4665.1987
59.05524,479.5834,-4373.043
256.4592,569.0888,-3534.247
472.95435,489.8307,-4286.522
504.23526,490.8068,-4278.188
661.634,490.37158,-4281.9326
479.57544,592.882,-3254.9421
326.8323,632.20404,-2624.908
345.52762,632.97064,-2607.7295
297.182,600.9881,-3148.425
280.22067,599.04846,-3174.5605
435.9778,647.0655,-1983.267
409.2692,647.018,-1964.6151
427.92517,573.7215,-3482.9543
424.3738,578.2744,-3431.2236
613.7924,554.5765,-3687.7126
474.71298,579.82904,-3413.2834
489.43997,577.5694,-3439.3489
288.9208,618.6103,-2884.0828
348.05017,618.0892,-2892.8398
539.6692,570.0295,-3523.8896
537.35785,575.03284,-3468.2031
79.67501,584.0412,-3363.7043
431.07358,591.0823,-3277.6816
534.36646,558.1198,-3651.0964
559.4377,560.04987,-3630.9915
586.29596,558.5389,-3646.7883
609.57574,559.8855,-3632.749
374.02206,630.15314,-2669.2322
335.04843,628.9927,-2693.2686
138.32642,543.8095,-3795.6184
108.92794,544.2263,-3791.513
629.55,479.7273,-4371.858
348.16162,647.038,-1970.4462
474.35037,634.71783,-2566.806
322.82178,600.9007,-3149.6143
341.34155,602.52814,-3127.3435
407.3314,628.3547,-2706.0984
59.225628,587.0216,-3327.8699
231.36794,479.48227,-4373.9146
261.334,478.7261,-4380.23
489.53934,601.66876,-3139.0742
301.57626,481.43887,-4357.5093
278.05783,486.59732,-4314.0396
263.12817,603.84924,-3108.8337
372.135,479.8706,-4370.6685
372.23087,485.74695,-4321.223
293.01453,589.3226,-3299.5637
248.81465,590.3393,-3286.9297
557.41766,563.4112,-3595.459
19.201233,484.823,-4329.0303
15.208263,524.93365,-3975.4626
658.8635,524.65204,-3978.0674
17.7438,503.24866,-4170.5864
654.3249,595.13245,-3226.076
667.6213,429.77054,-4774.271
417.96774,422.31003,-4832.1313
651.42523,612.92645,-2975.5754
659.6897,513.43713,-4080.2253
268.9944,627.0658,-2731.7175
284.99533,646.53973,-2119.3958
71.561104,422.458,-4830.982
38.950985,424.6425,-4814.0874
209.95518,615.7214,-2931.4968
236.20308,616.7515,-2914.8386
301.84927,632.61865,-2615.6067
290.41125,633.9378,-2585.2317
312.84045,634.706,-2566.9783
653.0384,602.39307,-3129.1738
633.1954,618.0179,-2893.9773
651.054,616.20074,-2923.7659
633.4262,614.79596,-2946.2402
312.28122,644.3438,-2261.2083
294.29697,644.95264,-2230.535
317.6177,645.314,-2210.3413
646.90454,645.07666,-2223.8772
639.4094,533.3247,-3896.804
658.4494,530.04675,-3927.7913
639.8402,527.5415,-3951.2327
644.5987,646.8913,-2075.62
650.05975,627.3245,-2726.6484
197.24147,610.55273,-3011.7578
190.64275,612.6404,-2979.9768
217.38568,613.7359,-2962.9297
10.323892,588.7178,-3307.1028
22.911026,587.60944,-3320.6858
17.381964,589.9534,-3291.8235
633.1851,626.0046,-2752.2087
650.4834,624.6863,-2777.0498
664.33704,502.15552,-4180.1606
123.47427,422.3793,-4831.5933
97.20501,424.8373,-4812.575
648.0876,641.5007,-2374.8699
659.9561,550.2349,-3731.7715
648.9263,638.2718,-2474.5916
654.77094,590.93884,-3279.4407
637.50433,593.22906,-3250.4636
295.17435,638.1928,-2476.7905
298.39606,641.46564,-2376.075
500.90976,424.28116,-4816.8926
468.70712,422.28638,-4832.315
446.4381,424.5964,-4814.447
368.97714,422.17557,-4833.1753
395.62338,424.4856,-4815.3066
640.24854,521.99896,-4002.5037
659.27655,519.11456,-4028.887
640.6558,516.25507,-4054.8262
650.06976,629.8812,-2674.9111
633.1949,628.6374,-2700.4307
17.663818,441.74866,-4680.2793
38.045147,444.62473,-4657.491
647.6692,642.8598,-2325.117
631.76764,642.2227,-2349.2314
666.94916,460.7893,-4527.8433
633.0129,637.312,-2500.7966
649.3338,636.33057,-2526.61
628.28674,646.6809,-2103.4963
645.57666,646.4462,-2128.7693
631.0406,644.63446,-2247.092
647.2872,644.06696,-2274.2927
631.386,643.5144,-2298.4602
37.625713,533.5162,-3895.0264
18.818678,530.603,-3922.5608
34.026943,527.85834,-3948.256
657.6138,582.56396,-3381.236
638.94916,588.9472,-3304.1873
656.1923,586.83374,-3330.0735
641.3693,584.7099,-3355.6921
58.004253,596.82367,-3204.1555
650.0803,632.2651,-2623.535
633.63837,631.1654,-2647.6155
643.4418,647.0903,-2023.7347
626.5738,647.0205,-2048.6523
666.2673,484.3894,-4332.6904
647.4942,486.95743,-4310.9653
313.7898,640.74506,-2400.154
298.0365,639.91754,-2426.2988
311.33868,639.1163,-2450.366
644.23584,439.63547,-4696.9575
664.3527,436.1295,-4724.5454
647.812,433.07153,-4748.5044
575.20416,423.855,-4820.199
467.21274,646.7104,-1915.5653
490.77054,646.82684,-1930.0231
407.48502,646.84125,-1932.6241
432.09317,646.7104,-1915.5653
648.4359,499.2758,-4205.2695
663.6687,496.514,-4229.195
645.31335,493.26538,-4257.1504
632.1865,640.7873,-2398.7842
648.50665,639.9769,-2424.4763
632.6059,639.17535,-2448.6292
14.142395,546.23224,-3771.7395
31.380234,543.9867,-3793.9072
17.23784,541.1342,-3821.8086
36.044872,538.81323,-3844.3079
25.580465,594.43964,-3235.14
34.26135,577.13666,-3444.2979
16.640778,574.75946,-3471.2869
33.06454,572.56885,-3495.8262
21.074373,593.6949,-3244.6838
5.0536766,593.2233,-3250.7058
9.96791,593.71893,-3244.3762
5.0536766,592.3626,-3261.6262
12.111749,591.79443,-3268.7937
643.4782,510.44315,-4107.0
662.5183,507.7488,-4130.9414
647.7056,504.7982,-4156.989
216.13928,421.63528,-4837.3647
661.51825,573.68134,-3483.409
37.72878,557.7234,-3655.242
18.556671,560.5795,-3625.4626
36.287785,562.95135,-3600.3918
670.8217,448.4808,-4626.838
651.12085,445.73117,-4648.736
635.974,600.7175,-3152.1316
653.6817,598.8343,-3177.4473
636.8377,597.2295,-3198.7412
635.8483,635.3575,-2551.1704
652.18256,634.3718,-2575.0217
636.17334,633.3962,-2597.9517
653.6353,463.6561,-4504.5356
651.70807,469.59265,-4455.9297
668.7634,466.7776,-4479.0317
268.26782,647.09406,-2018.5195
290.01447,647.06256,-2036.268
14.493389,431.0868,-4763.992
37.13931,429.22266,-4778.522
14.493389,435.33572,-4730.767
32.157207,437.80124,-4711.401
12.562538,519.4133,-4026.164
27.770803,522.0506,-4002.0305
33.917145,581.2474,-3396.7454
16.296572,582.9154,-3377.1084
28.883705,584.7339,-3355.472
608.2227,421.86023,-4835.6216
641.926,562.9383,-3600.5537
660.5551,560.37134,-3627.6484
639.9377,558.6209,-3645.9778
12.884234,478.85245,-4379.1743
32.08547,481.34726,-4358.2856
631.9416,646.1572,-2154.0867
648.67505,645.8512,-2176.3494
632.84863,645.5066,-2199.1262
235.48254,423.43967,-4823.4194
263.91922,421.80435,-4836.054
278.94287,424.1108,-4818.2134
550.67725,646.8139,-1927.8438
579.8027,646.69745,-1913.3857
639.8133,547.9421,-3754.7751
11.849678,550.89935,-3725.0774
31.021784,552.9194,-3704.6484
25.992073,548.6719,-3747.4836
76.366035,598.57635,-3180.9724
75.7394,597.3295,-3197.5059
37.65567,487.6106,-4305.4155
18.45444,491.0325,-4276.2896
153.80788,604.3471,-3101.9973
125.505394,603.5035,-3113.7903
129.95337,601.6691,-3139.1777
637.32465,623.41064,-2800.5369
654.62305,622.0219,-2825.3828
637.18823,620.8491,-2846.002
101.215355,600.8161,-3150.8127
101.14376,599.25616,-3171.889
11.000377,513.96716,-4075.4631
23.562914,516.54596,-4052.209
662.82574,569.3361,-3531.5618
644.614,567.2703,-3554.1035
650.6418,571.4004,-3508.8447
34.154877,567.8314,-3547.9756
17.731112,565.4582,-3573.634
655.2215,426.99878,-4795.8384
628.21576,423.37268,-4823.9375
672.18066,423.66714,-4821.6533
655.95416,421.51245,-4838.316
35.926872,500.63565,-4193.4165
18.183073,497.30103,-4222.388
36.637512,494.2266,-4248.886
633.8792,611.43506,-2998.446
651.9304,609.5808,-3026.329
635.2692,604.1499,-3104.7527
634.58453,607.8157,-3052.2585
652.5538,605.9156,-3079.74
57.47031,595.8205,-3217.2715
255.40132,619.5589,-2868.091
245.95638,621.3862,-2836.5342
42.572994,595.45123,-3222.0684
39.473537,594.6536,-3232.3848
288.99124,628.156,-2710.2053
276.101,629.4687,-2683.4636
294.23077,630.42847,-2663.4368
311.38544,642.12024,-2353.1484
295.24075,642.7628,-2328.876
310.7739,643.2625,-2309.178
601.8046,646.7935,-1924.6561
629.4516,646.6836,-1911.2701
647.1863,646.8128,-1928.0176
281.8135,625.7516,-2757.0642
258.58426,624.5227,-2780.0964
271.22162,622.7348,-2812.46
170.59174,421.42886,-4838.9634
147.32045,423.8082,-4820.5566
191.07027,423.06412,-4826.328
292.4152,645.98065,-2166.6912
318.37936,645.7935,-2180.0923
306.99542,646.3719,-2135.7832
663.85046,541.0087,-3823.0164
645.2299,539.05927,-3841.9148
643.1472,545.4618,-3779.3533
663.5703,544.41205,-3789.6892
11.316333,454.75504,-4576.5903
31.697662,451.39526,-4603.5474
290.52853,636.3952,-2524.924
310.1245,635.7923,-2540.3997
305.905,637.4069,-2498.4192
644.26,647.05566,-1974.5503
626.6573,647.1021,-1997.8053
630.8242,646.9739,-1952.326
10.870042,460.79883,-4527.764
22.186377,457.5529,-4554.0454
10.190664,467.06888,-4476.645
21.060707,463.703,-4504.143
280.11118,646.9333,-2067.5496
300.20407,646.8094,-2086.9446
10.190664,473.16226,-4426.4814
23.074898,475.66907,-4405.7104
20.381329,469.9441,-4453.0376
349.2372,424.30972,-4816.672
322.66638,422.13416,-4833.4966
305.0799,424.44058,-4815.656
664.603,472.80862,-4429.4067
652.7862,475.45663,-4407.4683
648.32043,575.76,-3459.9636
660.08374,578.15314,-3432.6416
644.838,580.2823,-3407.9866
646.6434,552.26117,-3711.3242
641.16547,556.3272,-3669.748
662.06146,554.8837,-3684.556
669.7858,454.4707,-4578.8765
657.69464,451.34286,-4603.977
654.2393,457.4817,-4554.61
270.21594,646.8646,-1937.4766
298.08392,646.87756,-1940.0912
347.95358,646.8598,-1936.268
10.133425,508.49097,-4124.3643
27.877226,506.0945,-4145.586
21.133802,511.17227,-4100.509
275.53125,647.0923,-1989.4835
258.078,647.0423,-1970.7041
669.4234,478.65408,-4380.8335
654.8671,481.1058,-4360.321
108.785515,541.50305,-772.32715
82.71189,559.2593,-857.69037
518.20856,629.5275,-1486.326
217.14644,492.86826,-610.7349
259.62515,584.12616,-1048.8009
5.6342835,449.24612,-389.40427
23.377054,474.6765,-479.07944
61.73727,387.1178,-230.41505
363.5049,525.6704,-807.51874
134.99329,503.79346,-619.5594
570.69244,643.5561,-1787.1987
480.09656,600.5854,-1230.9396
210.5396,434.0463,-426.60168
199.54097,505.12082,-648.77606
514.0278,594.96246,-1225.5411
55.26961,420.5205,-315.6417
78.79934,476.07886,-499.54956
416.58237,570.60333,-1029.873
567.4677,632.7318,-1558.6299
239.60052,499.4368,-644.7073
186.87866,432.82617,-409.4121
196.69234,557.5094,-876.05304
488.7588,567.6032,-1074.097
360.62222,549.49884,-899.94025
504.5778,641.3281,-1702.4894
61.30185,426.32272,-334.31152
513.8819,637.1165,-1599.3873
280.44836,511.39795,-709.1902
326.70578,601.9881,-1196.6895
448.63864,615.39923,-1326.9357
147.27556,545.0049,-798.90814
178.63457,504.62842,-638.64056
390.85007,614.8618,-1316.993
105.48737,482.13937,-529.6404
320.771,588.14386,-1091.2413
284.5823,479.4307,-603.4304
379.64963,497.93472,-730.8991
576.7941,644.4527,-1816.3163
88.605865,452.45084,-423.01724
136.08395,509.7675,-643.0572
56.781586,523.29956,-678.14044
14.82317,530.6838,-704.5779
50.852825,477.54977,-496.55673
366.18527,612.72504,-1296.4587
144.03362,429.99036,-378.90186
186.37996,539.017,-782.7784
571.6198,641.7605,-1737.3208
458.79965,638.1005,-1618.0089
97.170746,462.5632,-459.00732
480.1055,634.6503,-1551.3138
102.593925,455.7943,-438.6277
146.26193,525.93335,-712.1633
30.867468,469.03308,-461.13342
369.4087,576.1148,-1035.5016
19.350515,465.23068,-445.07938
31.240503,489.42273,-534.94476
403.3541,619.9327,-1367.8646
164.63771,413.60513,-346.19492
98.95236,475.37167,-503.48624
135.34676,549.36017,-817.0407
66.38525,516.7382,-651.9382
484.77017,642.4019,-1729.2748
104.573296,433.9397,-372.53613
306.33167,550.7619,-881.8284
110.17916,468.05405,-482.00064
29.755457,434.14255,-347.59824
6.593933,438.62662,-356.32764
439.9493,636.7813,-1594.0797
415.58643,624.7254,-1420.5781
22.244858,458.50613,-423.07724
337.0175,528.52295,-803.118
196.184,492.41373,-600.1331
230.31262,529.1558,-757.39014
219.80019,535.8123,-781.4765
388.9551,545.31415,-898.08594
441.22153,641.65576,-1700.0884
85.413124,432.8285,-361.98526
49.16444,471.69717,-475.3794
234.24437,445.67258,-472.7935
69.9101,400.08694,-265.888
301.01102,577.0493,-1014.46094
49.38795,467.91443,-462.3123
50.464916,503.12158,-592.4206
93.37921,506.83102,-618.22797
417.59323,602.2088,-1216.7709
160.01117,450.28198,-445.13953
238.11562,486.26456,-597.9631
62.09566,414.22824,-300.51578
318.87225,494.84558,-675.11646
471.03696,560.27606,-1026.5541
133.32556,540.7569,-774.96686
429.4142,629.158,-1474.5571
475.21094,644.2578,-1785.2583
503.34683,614.32367,-1336.9194
200.17712,511.9454,-675.4173
80.09036,411.52615,-300.18314
24.02609,446.80252,-385.3162
231.99437,457.12793,-503.98227
379.10617,515.32465,-784.5848
76.60023,546.783,-791.17285
341.009,546.3444,-877.10565
535.5789,609.30444,-1328.0721
198.35925,474.34134,-538.7545
326.3925,598.61694,-1168.993
113.21603,502.69656,-608.1026
367.1494,508.5035,-753.98456
327.0027,536.5804,-829.5122
74.612305,444.58276,-393.47427
242.8507,538.9893,-804.7531
21.175232,423.37646,-313.59833
542.8549,642.14764,-1736.6415
462.45093,592.4052,-1173.8029
540.9861,637.6551,-1616.816
158.1872,510.39877,-653.29047
318.74704,560.4868,-932.0765
349.6371,557.1348,-929.0498
34.668976,437.2677,-358.47012
504.3289,624.5354,-1425.7974
48.350796,459.60522,-433.79395
594.2504,636.20966,-1636.961
492.3981,618.7504,-1368.0498
27.147753,440.67905,-366.94864
440.54538,639.39154,-1646.9932
51.369904,409.04074,-282.68845
368.70544,559.8656,-950.85443
210.38637,525.32263,-733.302
183.73854,527.67816,-732.7552
321.6328,483.39584,-641.26843
225.74318,511.98764,-686.18524
145.23088,561.437,-882.89404
337.38208,497.89316,-697.9946
67.64538,481.35596,-514.9798
59.476654,461.62466,-443.7939
532.9665,641.273,-1707.8403
527.7531,625.91266,-1450.248
448.85034,624.1265,-1411.8934
602.29565,644.7762,-1829.8646
135.72853,557.0192,-856.4627
67.0157,550.87384,-810.2598
471.91672,645.6948,-1839.4144
231.14922,517.653,-710.80927
109.29407,531.97626,-728.4563
144.80193,404.7214,-312.74277
387.7976,600.8204,-1199.2554
115.61767,521.2416,-683.4355
311.65195,566.58624,-959.8792
38.79543,449.77576,-398.78873
89.71494,494.786,-570.9229
451.4064,548.2932,-960.00726
431.53677,544.9722,-929.40314
355.69006,603.6834,-1214.7432
287.2141,469.29343,-574.8106
171.5678,523.4847,-710.72845
60.471424,506.8364,-609.60004
152.34401,468.9081,-500.79416
257.85483,468.86514,-554.2692
389.1619,570.9607,-1017.31464
584.61066,629.1037,-1534.2505
580.523,620.43463,-1455.6781
84.42199,404.07553,-282.12015
233.66566,556.3139,-882.1668
28.281645,481.9485,-506.54037
86.45663,488.3994,-546.2876
526.4622,643.02936,-1760.0592
496.7661,643.2286,-1758.0436
441.36185,536.9243,-908.6556
58.781708,498.2809,-575.50336
569.3636,636.28796,-1612.3623
363.49442,492.23752,-700.4748
443.22656,562.7134,-1013.3821
471.88235,626.17865,-1435.6322
53.350414,480.91272,-509.34146
27.212103,461.7914,-435.38162
297.65515,594.21826,-1129.3407
50.25391,494.9585,-560.6258
407.04208,560.5877,-975.83075
510.92874,635.2915,-1564.8135
569.00336,628.0218,-1504.7158
412.51932,575.64886,-1054.1427
351.511,596.44653,-1157.6351
26.816225,454.96835,-412.48767
150.77667,477.387,-528.90216
81.37048,463.82816,-457.96896
165.12057,422.49426,-369.55917
71.3388,438.95728,-375.08664
123.18356,427.91757,-363.4081
98.38213,545.9008,-791.1451
57.22763,473.94778,-485.55844
534.6878,639.06226,-1647.5599
50.939713,431.03287,-344.56454
273.0725,592.85406,-1113.9315
24.54376,487.14014,-524.8023
508.2664,573.9166,-1120.6791
547.40155,602.2874,-1299.4965
525.9526,602.25385,-1276.856
411.5183,607.0931,-1252.017
376.1653,609.2983,-1265.0614
184.75456,567.27167,-926.1766
217.7535,569.0371,-945.0026
48.851444,455.36765,-419.89804
490.44492,640.42413,-1674.2827
456.76193,640.5501,-1673.7484
91.8478,417.63553,-321.53012
79.885345,426.13986,-340.5326
405.15848,626.97394,-1450.2627
418.45996,630.94086,-1501.9581
70.872826,538.6225,-750.52905
133.93968,530.95,-730.4195
490.55066,644.9807,-1815.4098
398.03455,528.80884,-844.43134
68.76765,486.90884,-535.5638
71.89823,459.86917,-441.69174
38.07977,462.27603,-439.90494
277.0091,574.82056,-994.4714
345.7814,577.22784,-1031.6722
558.1484,621.69366,-1438.3456
565.2748,616.0147,-1404.0426
298.32092,514.07245,-728.1506
288.00504,503.3296,-684.2474
130.91817,490.96777,-570.1228
128.21674,483.23776,-541.22906
492.7477,607.8732,-1285.2628
537.24585,594.7621,-1248.064
350.13272,607.27716,-1245.3031
177.40324,498.38315,-614.5716
111.44712,496.25595,-583.16943
257.6797,457.95654,-522.5227
465.1953,569.01263,-1058.7246
295.05484,557.2683,-907.6899
581.7936,633.62823,-1586.8716
462.87418,628.9617,-1468.6112
485.7762,630.9333,-1494.8545
194.14665,547.9816,-827.33124
227.74016,546.0875,-830.43726
297.86917,539.86816,-831.0544
249.22038,549.74835,-855.728
32.880466,443.66678,-377.806
214.898,574.4418,-976.3234
392.46744,622.48517,-1397.4945
379.91553,617.8243,-1347.3273
102.019585,559.6274,-863.44684
323.46884,523.6386,-777.85114
274.1758,589.574,-1089.9017
284.56558,547.1992,-857.4754
587.4338,642.43085,-1762.3651
448.88184,583.43616,-1115.4315
482.08847,576.5329,-1106.6615
336.4009,569.3084,-984.1811
330.08127,574.3366,-1008.8565
120.7595,452.11136,-433.80786
70.87919,472.03366,-482.91293
89.52838,446.27475,-403.8423
187.75569,422.9152,-383.48218
281.33038,569.3857,-964.5652
555.1807,609.4295,-1349.3502
251.73616,587.84625,-1072.7307
43.275967,487.7628,-531.7366
42.706303,391.58997,-234.56078
27.796844,449.27893,-394.20157
46.053436,552.18964,-813.8138
172.51582,479.5061,-544.6514
234.81975,478.3745,-570.13275
179.77776,462.44254,-491.9053
204.05383,465.75668,-514.1164
21.79043,468.30197,-456.28464
91.42243,513.5366,-644.8628
51.46852,512.3884,-630.3709
182.28773,452.9902,-464.06387
208.81383,444.8489,-455.08618
26.646917,492.9525,-547.3137
137.90263,455.72482,-451.99942
470.10983,606.0044,-1261.8693
271.13376,501.20016,-667.44476
424.95786,634.03937,-1548.3534
118.4097,397.8793,-282.2755
558.4118,639.3637,-1666.6356
145.93428,413.06967,-334.61557
175.83696,544.0882,-802.949
8.065766,558.74506,-845.55756
369.3728,583.50183,-1078.3025
56.35115,439.0187,-370.37045
281.68356,522.49396,-752.6789
455.09683,642.6036,-1727.4081
256.62488,517.2275,-719.96063
257.45538,523.80396,-746.8129
46.88268,443.57333,-381.47815
298.01492,597.3601,-1153.8418
153.559,491.79434,-581.2202
